"Time","Type","Ability","Source → Target",""
"00:15.794","Cast","Eternal Venom","Vexhul → Draguzzy",""
"00:16.027","Cast","Caustic Globule","Environment → Nickshockz",""
"00:16.027","Cast","Eternal Venom","Vexhul → Nickshockz",""
"00:16.609","Cast","Caustic Globule","Environment → Zathwiker",""
"00:16.609","Cast","Eternal Venom","Vexhul → Zathwiker",""
"00:16.609","Cast","Caustic Globule","Environment → Kaströ",""
"00:16.609","Cast","Eternal Venom","Vexhul → Kaströ",""
"00:17.233","Cast","Caustic Globule","Environment → Asimage",""
"00:17.233","Cast","Eternal Venom","Vexhul → Asimage",""
"00:17.233","Cast","Caustic Globule","Environment → Talget",""
"00:17.233","Cast","Eternal Venom","Vexhul → Talget",""
"00:17.610","Cast","Caustic Globule","Environment → Jungestson",""
"00:17.610","Cast","Eternal Venom","Vexhul → Jungestson",""
"00:17.715","Cast","Caustic Globule","Environment → Bite",""
"00:17.715","Cast","Eternal Venom","Vexhul → Bite",""
"00:18.384","Cast","Caustic Globule","Environment → Lockserx",""
"00:18.384","Cast","Eternal Venom","Vexhul → Lockserx",""
"00:19.100","Cast","Caustic Globule","Environment → Stiggzpala",""
"00:19.100","Cast","Eternal Venom","Vexhul → Stiggzpala",""
"00:20.475","Cast","Caustic Globule","Environment → Asimage",""
"00:20.475","Cast","Eternal Venom","Vexhul → Asimage",""
"00:24.521","Cast","Stone Breaker","Ithraz → Joeburden",""
"00:24.521","Cast","Stone Breaker 1.50 sec","Ithraz",""
"00:27.512","Cast","Stone Breaker","Ithraz → Joeburden",""
"00:27.512","Cast","Stone Breaker 1.48 sec","Ithraz",""
"00:30.512","Cast","Stone Breaker","Ithraz → Joeburden",""
"00:30.512","Cast","Stone Breaker 1.49 sec","Ithraz",""
"00:36.021","Cast","Rouse the Brood 3.02 sec","Ithraz",""
"00:36.022","Cast","Venomous Emergence 3.02 sec","Vexhul",""
"00:36.360","Cast","Eternal Venom","Vexhul → Joeburden",""
"00:36.482","Cast","Eternal Venom","Vexhul → Talget",""
"00:36.501","Cast","Eternal Venom","Vexhul → Stiggzpala",""
"00:36.501","Cast","Eternal Venom","Vexhul → Haxmatic",""
"00:36.520","Cast","Eternal Venom","Vexhul → Lulu",""
"00:36.520","Cast","Eternal Venom","Vexhul → Zathwiker",""
"00:36.606","Cast","Eternal Venom","Vexhul → Bite",""
"00:36.606","Cast","Eternal Venom","Vexhul → Nickshockz",""
"00:36.647","Cast","Eternal Venom","Vexhul → Wreckids",""
"00:36.647","Cast","Eternal Venom","Vexhul → Jungestson",""
"00:36.692","Cast","Eternal Venom","Vexhul → Kaströ",""
"00:36.722","Cast","Eternal Venom","Vexhul → Clecia",""
"00:36.723","Cast","Eternal Venom","Vexhul → Draguzzy",""
"00:36.764","Cast","Eternal Venom","Vexhul → Lockserx",""
"00:36.782","Cast","Eternal Venom","Vexhul →  Sunnyshocks",""
"00:36.782","Cast","Eternal Venom","Vexhul → Frostepurple",""
"00:36.818","Cast","Eternal Venom","Vexhul → Jakbcastin",""
"00:36.818","Cast","Eternal Venom","Vexhul → Asimage",""
"00:36.900","Cast","Eternal Venom","Vexhul → Kuthrak",""
"00:36.954","Cast","Eternal Venom","Vexhul → Dunnirat",""
"00:37.529","Begin Cast","Visceral Burst Canceled","Broodling of Ithraz 1",""
"00:38.533","Begin Cast","Visceral Burst Canceled","Broodling of Ithraz 3",""
"00:39.522","Begin Cast","Visceral Burst Canceled","Broodling of Ithraz 2",""
"00:40.520","Begin Cast","Visceral Burst Canceled","Broodling of Ithraz 4",""
"00:41.554","Begin Cast","Visceral Burst Canceled","Broodling of Ithraz 6",""
"00:42.036","Cast","Corrosive Spit 5.00 sec","Spawn of Vexhul 1 → Talget",""
"00:42.039","Cast","Eternal Venom","Spawn of Vexhul 1 → Talget",""
"00:42.530","Begin Cast","Visceral Burst Canceled","Broodling of Ithraz 5",""
"00:42.986","Cast","Coiling Ichor 3.00 sec","Ithraz",""
"00:43.020","Cast","Corrosive Spit 5.00 sec","Spawn of Vexhul 2 → Kaströ",""
"00:43.041","Cast","Eternal Venom","Spawn of Vexhul 2 → Kaströ",""
"00:43.523","Begin Cast","Visceral Burst Canceled","Broodling of Ithraz 7",""
"00:44.034","Cast","Corrosive Spit 5.01 sec","Spawn of Vexhul 3 → Frostepurple",""
"00:44.091","Cast","Eternal Venom","Spawn of Vexhul 3 → Frostepurple",""
"00:44.522","Begin Cast","Visceral Burst Canceled","Broodling of Ithraz 8",""
"00:45.034","Begin Cast","Corrosive Spit Canceled","Spawn of Vexhul 2",""
"00:45.516","Begin Cast","Visceral Burst Canceled","Broodling of Ithraz 9",""
"00:46.033","Begin Cast","Corrosive Spit Canceled","Spawn of Vexhul 3",""
"00:46.531","Begin Cast","Visceral Burst Canceled","Broodling of Ithraz 10",""
"00:47.011","Cast","Stir the Depths","Vexhul",""
"01:01.265","Cast","Ravenous Feast 4.27 sec","Ithraz",""
"01:05.245","Cast","Eternal Venom","Vexhul → Haxmatic",""
"01:10.027","Cast","Blood Torrent 1.04 sec","Ithraz → Joeburden",""
"01:10.027","Cast","Caustic Deluge 1.04 sec","Vexhul → Joeburden",""
"01:10.028","Cast","Envenomed","Vexhul → Joeburden",""
"01:10.537","Cast","Envenomed","Vexhul → Joeburden",""
"01:11.036","Cast","Envenomed","Vexhul → Joeburden",""
"01:11.542","Cast","Envenomed","Vexhul → Joeburden",""
"01:12.039","Cast","Caustic Deluge","Vexhul",""
"01:12.039","Cast","Envenomed","Vexhul → Joeburden",""
"01:12.388","Cast","Caustic Deluge","Vexhul",""
"01:12.390","Cast","Barbed Bulwark","Barbed Bulwark 16",""
"01:12.536","Cast","Envenomed","Vexhul → Joeburden",""
"01:12.700","Cast","Caustic Deluge","Vexhul",""
"01:12.715","Cast","Barbed Bulwark","Barbed Bulwark 17",""
"01:13.036","Cast","Caustic Deluge","Vexhul",""
"01:13.036","Cast","Envenomed","Vexhul → Joeburden",""
"01:13.037","Cast","Barbed Bulwark","Barbed Bulwark 18",""
"01:13.391","Cast","Caustic Deluge","Vexhul",""
"01:13.411","Cast","Barbed Bulwark","Barbed Bulwark 19",""
"01:13.531","Cast","Envenomed","Vexhul → Joeburden",""
"01:13.714","Cast","Caustic Deluge","Vexhul",""
"01:13.714","Cast","Barbed Bulwark","Barbed Bulwark 20",""
"01:13.767","Cast","Caustic Globule","Environment → Stiggzpala",""
"01:13.767","Cast","Eternal Venom","Vexhul → Stiggzpala",""
"01:14.044","Cast","Caustic Deluge","Vexhul",""
"01:14.044","Cast","Envenomed","Vexhul → Joeburden",""
"01:14.063","Cast","Barbed Bulwark","Barbed Bulwark 21",""
"01:14.370","Cast","Caustic Deluge","Vexhul",""
"01:14.371","Cast","Barbed Bulwark","Barbed Bulwark 22",""
"01:14.531","Cast","Envenomed","Vexhul → Joeburden",""
"01:14.713","Cast","Caustic Deluge","Vexhul",""
"01:14.732","Cast","Barbed Bulwark","Barbed Bulwark 23",""
"01:15.024","Cast","Envenomed","Vexhul → Joeburden",""
"01:15.131","Cast","Caustic Deluge","Vexhul",""
"01:15.132","Cast","Barbed Bulwark","Barbed Bulwark 24",""
"01:15.385","Cast","Caustic Deluge","Vexhul",""
"01:15.400","Cast","Barbed Bulwark","Barbed Bulwark 25",""
"01:15.707","Cast","Caustic Deluge","Vexhul",""
"01:15.724","Cast","Barbed Bulwark","Barbed Bulwark 26",""
"01:15.971","Cast","Caustic Globule","Environment → Kaströ",""
"01:15.971","Cast","Eternal Venom","Vexhul → Kaströ",""
"01:16.062","Cast","Caustic Deluge","Vexhul",""
"01:16.062","Cast","Caustic Globule","Environment → Zathwiker",""
"01:16.062","Cast","Eternal Venom","Vexhul → Zathwiker",""
"01:16.063","Cast","Barbed Bulwark","Barbed Bulwark 27",""
"01:16.372","Cast","Caustic Deluge","Vexhul",""
"01:16.372","Cast","Barbed Bulwark","Barbed Bulwark 28",""
"01:16.434","Cast","Caustic Globule","Environment → Jungestson",""
"01:16.434","Cast","Eternal Venom","Vexhul → Jungestson",""
"01:16.434","Cast","Caustic Globule","Environment → Lulu",""
"01:16.434","Cast","Eternal Venom","Vexhul → Lulu",""
"01:16.665","Cast","Caustic Globule","Environment → Bite",""
"01:16.665","Cast","Eternal Venom","Vexhul → Bite",""
"01:16.702","Cast","Caustic Deluge","Vexhul",""
"01:16.730","Cast","Barbed Bulwark","Barbed Bulwark 29",""
"01:17.063","Cast","Caustic Globule","Environment → Talget",""
"01:17.063","Cast","Eternal Venom","Vexhul → Talget",""
"01:17.063","Cast","Caustic Globule","Environment → Asimage",""
"01:17.063","Cast","Eternal Venom","Vexhul → Asimage",""
"01:17.322","Cast","Caustic Globule","Environment → Draguzzy",""
"01:17.322","Cast","Eternal Venom","Vexhul → Draguzzy",""
"01:17.739","Cast","Caustic Globule","Environment →  Sunnyshocks",""
"01:17.740","Cast","Eternal Venom","Vexhul →  Sunnyshocks",""
"01:18.483","Cast","Caustic Globule","Environment → Frostepurple",""
"01:18.483","Cast","Eternal Venom","Vexhul → Frostepurple",""
"01:18.818","Cast","Caustic Globule","Environment → Jakbcastin",""
"01:18.818","Cast","Eternal Venom","Vexhul → Jakbcastin",""
"01:19.569","Cast","Eternal Venom","Vexhul → Wreckids",""
"01:19.697","Cast","Caustic Globule","Environment → Dunnirat",""
"01:19.697","Cast","Eternal Venom","Vexhul → Dunnirat",""
"01:19.775","Cast","Eternal Venom","Vexhul → Wreckids",""
"01:19.813","Cast","Caustic Globule","Environment → Jakbcastin",""
"01:19.813","Cast","Eternal Venom","Vexhul → Jakbcastin",""
"01:21.245","Cast","Caustic Globule","Environment → Joeburden",""
"01:21.245","Cast","Eternal Venom","Vexhul → Joeburden",""
"01:25.528","Cast","Stone Breaker","Ithraz → Haxmatic",""
"01:25.528","Cast","Stone Breaker 1.52 sec","Ithraz",""
"01:28.508","Cast","Stone Breaker","Ithraz → Haxmatic",""
"01:28.509","Cast","Stone Breaker 1.50 sec","Ithraz",""
"01:31.517","Cast","Stone Breaker","Ithraz → Haxmatic",""
"01:31.517","Cast","Stone Breaker 1.50 sec","Ithraz",""
"01:36.997","Cast","Rouse the Brood 3.01 sec","Ithraz",""
"01:36.998","Cast","Venomous Emergence 3.01 sec","Vexhul",""
"01:37.351","Cast","Eternal Venom","Vexhul → Haxmatic",""
"01:37.481","Cast","Eternal Venom","Vexhul → Joeburden",""
"01:37.494","Cast","Eternal Venom","Vexhul → Talget",""
"01:37.543","Cast","Eternal Venom","Vexhul → Stiggzpala",""
"01:37.605","Cast","Eternal Venom","Vexhul → Bite",""
"01:37.605","Cast","Eternal Venom","Vexhul → Nickshockz",""
"01:37.606","Cast","Eternal Venom","Vexhul → Lulu",""
"01:37.623","Cast","Eternal Venom","Vexhul → Draguzzy",""
"01:37.639","Cast","Eternal Venom","Vexhul → Kaströ",""
"01:37.654","Cast","Eternal Venom","Vexhul → Wreckids",""
"01:37.709","Cast","Eternal Venom","Vexhul → Clecia",""
"01:37.709","Cast","Eternal Venom","Vexhul → Lockserx",""
"01:37.726","Cast","Eternal Venom","Vexhul → Zathwiker",""
"01:37.726","Cast","Eternal Venom","Vexhul → Jungestson",""
"01:37.757","Cast","Eternal Venom","Vexhul → Asimage",""
"01:37.758","Cast","Eternal Venom","Vexhul → Jakbcastin",""
"01:37.804","Cast","Eternal Venom","Vexhul →  Sunnyshocks",""
"01:37.824","Cast","Eternal Venom","Vexhul → Frostepurple",""
"01:37.824","Cast","Eternal Venom","Vexhul → Kuthrak",""
"01:37.929","Cast","Eternal Venom","Vexhul → Dunnirat",""
"01:38.489","Begin Cast","Visceral Burst Canceled","Broodling of Ithraz 11",""
"01:39.507","Begin Cast","Visceral Burst Canceled","Broodling of Ithraz 12",""
"01:40.505","Begin Cast","Visceral Burst Canceled","Broodling of Ithraz 13",""
"01:41.494","Begin Cast","Visceral Burst Canceled","Broodling of Ithraz 14",""
"01:42.498","Begin Cast","Visceral Burst Canceled","Broodling of Ithraz 15",""
"01:43.008","Cast","Corrosive Spit 5.02 sec","Spawn of Vexhul 4 → Kuthrak",""
"01:43.009","Cast","Eternal Venom","Spawn of Vexhul 4 → Kuthrak",""
"01:43.497","Begin Cast","Visceral Burst Canceled","Broodling of Ithraz 16",""
"01:44.024","Cast","Coiling Ichor 3.03 sec","Ithraz",""
"01:44.025","Cast","Corrosive Spit 5.01 sec","Spawn of Vexhul 5 → Kaströ",""
"01:44.058","Cast","Eternal Venom","Spawn of Vexhul 5 → Kaströ",""
"01:44.498","Begin Cast","Visceral Burst Canceled","Broodling of Ithraz 17",""
"01:45.009","Begin Cast","Corrosive Spit Canceled","Spawn of Vexhul 4",""
"01:45.009","Cast","Corrosive Spit 5.02 sec","Spawn of Vexhul 6 → Stiggzpala",""
"01:45.028","Cast","Eternal Venom","Spawn of Vexhul 6 → Stiggzpala",""
"01:45.487","Begin Cast","Visceral Burst Canceled","Broodling of Ithraz 18",""
"01:46.016","Begin Cast","Corrosive Spit Canceled","Spawn of Vexhul 5",""
"01:46.495","Begin Cast","Visceral Burst Canceled","Broodling of Ithraz 19",""
"01:47.000","Begin Cast","Corrosive Spit Canceled","Spawn of Vexhul 6",""
"01:47.499","Begin Cast","Visceral Burst Canceled","Broodling of Ithraz 20",""
"01:48.021","Cast","Stir the Depths","Vexhul",""
"01:48.511","Cast","Eternal Venom","Vexhul → Stiggzpala",""
"02:02.270","Cast","Ravenous Feast 4.25 sec","Ithraz",""
"02:16.048","Cast","Sanguine Storm","Ithraz",""
"02:20.045","Cast","Vile Flood 4.00 sec","Vexhul → Surge 1",""
"02:44.073","Cast","Blood Torrent 1.02 sec","Ithraz → Haxmatic",""
"02:44.074","Cast","Caustic Deluge 1.02 sec","Vexhul → Haxmatic",""
"02:44.075","Cast","Envenomed","Vexhul → Haxmatic",""
"02:44.574","Cast","Envenomed","Vexhul → Haxmatic",""
"02:45.109","Cast","Envenomed","Vexhul → Haxmatic",""
"02:45.586","Cast","Envenomed","Vexhul → Haxmatic",""
"02:46.087","Cast","Envenomed","Vexhul → Haxmatic",""
"02:46.087","Cast","Caustic Deluge","Vexhul",""
"02:46.128","Cast","Barbed Bulwark","Barbed Bulwark 30",""
"02:46.412","Cast","Caustic Deluge","Vexhul",""
"02:46.426","Cast","Barbed Bulwark","Barbed Bulwark 31",""
"02:46.571","Cast","Envenomed","Vexhul → Haxmatic",""
"02:46.751","Cast","Caustic Deluge","Vexhul",""
"02:46.784","Cast","Barbed Bulwark","Barbed Bulwark 32",""
"02:47.084","Cast","Envenomed","Vexhul → Haxmatic",""
"02:47.103","Cast","Caustic Deluge","Vexhul",""
"02:47.104","Cast","Barbed Bulwark","Barbed Bulwark 33",""
"02:47.423","Cast","Caustic Deluge","Vexhul",""
"02:47.441","Cast","Barbed Bulwark","Barbed Bulwark 34",""
"02:47.586","Cast","Envenomed","Vexhul → Haxmatic",""
"02:47.772","Cast","Caustic Deluge","Vexhul",""
"02:47.773","Cast","Barbed Bulwark","Barbed Bulwark 35",""
"02:48.089","Cast","Envenomed","Vexhul → Haxmatic",""
"02:48.120","Cast","Caustic Deluge","Vexhul",""
"02:48.123","Cast","Barbed Bulwark","Barbed Bulwark 36",""
"02:48.420","Cast","Caustic Deluge","Vexhul",""
"02:48.441","Cast","Barbed Bulwark","Barbed Bulwark 37",""
"02:48.577","Cast","Envenomed","Vexhul → Haxmatic",""
"02:48.760","Cast","Caustic Deluge","Vexhul",""
"02:48.783","Cast","Barbed Bulwark","Barbed Bulwark 38",""
"02:49.083","Cast","Envenomed","Vexhul → Haxmatic",""
"02:49.137","Cast","Caustic Deluge","Vexhul",""
"02:49.138","Cast","Barbed Bulwark","Barbed Bulwark 39",""
"02:49.420","Cast","Caustic Deluge","Vexhul",""
"02:49.441","Cast","Barbed Bulwark","Barbed Bulwark 40",""
"02:49.752","Cast","Caustic Deluge","Vexhul",""
"02:49.753","Cast","Barbed Bulwark","Barbed Bulwark 41",""
"02:50.096","Cast","Caustic Deluge","Vexhul",""
"02:50.110","Cast","Barbed Bulwark","Barbed Bulwark 42",""
"02:50.416","Cast","Caustic Deluge","Vexhul",""
"02:50.444","Cast","Barbed Bulwark","Barbed Bulwark 43",""
"02:50.525","Cast","Caustic Globule","Environment → Lockserx",""
"02:50.525","Cast","Eternal Venom","Vexhul → Lockserx",""
"02:50.759","Cast","Caustic Deluge","Vexhul",""
"02:50.760","Cast","Barbed Bulwark","Barbed Bulwark 44",""
"02:51.034","Cast","Caustic Globule","Environment → Joeburden",""
"02:51.034","Cast","Eternal Venom","Vexhul → Joeburden",""
"02:51.034","Cast","Caustic Globule","Environment → Asimage",""
"02:51.034","Cast","Eternal Venom","Vexhul → Asimage",""
"02:51.205","Cast","Caustic Globule","Environment → Jakbcastin",""
"02:51.205","Cast","Eternal Venom","Vexhul → Jakbcastin",""
"02:51.205","Cast","Caustic Globule","Environment → Lulu",""
"02:51.205","Cast","Eternal Venom","Vexhul → Lulu",""
"02:51.322","Cast","Caustic Globule","Environment →  Sunnyshocks",""
"02:51.322","Cast","Eternal Venom","Vexhul →  Sunnyshocks",""
"02:51.322","Cast","Caustic Globule","Environment → Nickshockz",""
"02:51.322","Cast","Eternal Venom","Vexhul → Nickshockz",""
"02:51.365","Cast","Caustic Globule","Environment → Zathwiker",""
"02:51.365","Cast","Eternal Venom","Vexhul → Zathwiker",""
"02:51.635","Cast","Caustic Globule","Environment → Talget",""
"02:51.635","Cast","Eternal Venom","Vexhul → Talget",""
"02:52.383","Cast","Caustic Globule","Environment → Kaströ",""
"02:52.383","Cast","Eternal Venom","Vexhul → Kaströ",""
"02:52.783","Cast","Caustic Globule","Environment → Clecia",""
"02:52.783","Cast","Eternal Venom","Vexhul → Clecia",""
"02:52.939","Cast","Caustic Globule","Environment → Haxmatic",""
"02:52.939","Cast","Eternal Venom","Vexhul → Haxmatic",""
"02:54.057","Cast","Caustic Globule","Environment → Wreckids",""
"02:54.058","Cast","Eternal Venom","Vexhul → Wreckids",""
"02:54.958","Cast","Caustic Globule","Environment → Stiggzpala",""
"02:54.958","Cast","Eternal Venom","Vexhul → Stiggzpala",""
"02:57.654","Cast","Caustic Globule","Environment → Bite",""
"02:57.655","Cast","Eternal Venom","Vexhul → Bite",""
"02:59.547","Cast","Stone Breaker","Ithraz → Joeburden",""
"02:59.547","Cast","Stone Breaker 1.50 sec","Ithraz",""
"03:02.541","Cast","Stone Breaker","Ithraz → Joeburden",""
"03:02.541","Cast","Stone Breaker 1.50 sec","Ithraz",""
"03:05.537","Cast","Stone Breaker","Ithraz → Joeburden",""
"03:05.538","Cast","Stone Breaker 1.48 sec","Ithraz",""
"03:11.070","Cast","Venomous Emergence 3.01 sec","Vexhul",""
"03:11.071","Cast","Rouse the Brood 3.01 sec","Ithraz",""
"03:11.351","Cast","Eternal Venom","Vexhul → Joeburden",""
"03:11.511","Cast","Eternal Venom","Vexhul → Haxmatic",""
"03:11.543","Cast","Eternal Venom","Vexhul → Talget",""
"03:11.543","Cast","Eternal Venom","Vexhul → Jakbcastin",""
"03:11.620","Cast","Eternal Venom","Vexhul →  Sunnyshocks",""
"03:11.621","Cast","Eternal Venom","Vexhul → Wreckids",""
"03:11.679","Cast","Eternal Venom","Vexhul → Bite",""
"03:11.694","Cast","Eternal Venom","Vexhul → Clecia",""
"03:11.710","Cast","Eternal Venom","Vexhul → Stiggzpala",""
"03:11.743","Cast","Eternal Venom","Vexhul → Draguzzy",""
"03:11.790","Cast","Eternal Venom","Vexhul → Nickshockz",""
"03:11.790","Cast","Eternal Venom","Vexhul → Frostepurple",""
"03:11.807","Cast","Eternal Venom","Vexhul → Zathwiker",""
"03:11.807","Cast","Eternal Venom","Vexhul → Kuthrak",""
"03:11.842","Cast","Eternal Venom","Vexhul → Dunnirat",""
"03:11.936","Cast","Eternal Venom","Vexhul → Lulu",""
"03:11.949","Cast","Eternal Venom","Vexhul → Jungestson",""
"03:11.965","Cast","Eternal Venom","Vexhul → Kaströ",""
"03:12.041","Cast","Eternal Venom","Vexhul → Lockserx",""
"03:12.084","Cast","Eternal Venom","Vexhul → Asimage",""
"03:12.572","Begin Cast","Visceral Burst Canceled","Broodling of Ithraz 21",""
"03:13.562","Begin Cast","Visceral Burst Canceled","Broodling of Ithraz 23",""
"03:14.569","Begin Cast","Visceral Burst Canceled","Broodling of Ithraz 22",""
"03:15.567","Begin Cast","Visceral Burst Canceled","Broodling of Ithraz 24",""
"03:16.555","Begin Cast","Visceral Burst Canceled","Broodling of Ithraz 25",""
"03:17.076","Cast","Corrosive Spit 5.01 sec","Spawn of Vexhul 7 → Jungestson",""
"03:17.095","Cast","Eternal Venom","Spawn of Vexhul 7 → Jungestson",""
"03:17.569","Begin Cast","Visceral Burst Canceled","Broodling of Ithraz 27",""
"03:18.059","Cast","Coiling Ichor 3.02 sec","Ithraz",""
"03:18.061","Cast","Corrosive Spit 5.00 sec","Spawn of Vexhul 8 → Dunnirat",""
"03:18.094","Cast","Eternal Venom","Spawn of Vexhul 8 → Dunnirat",""
"03:18.568","Begin Cast","Visceral Burst Canceled","Broodling of Ithraz 26",""
"03:19.060","Cast","Corrosive Spit 5.00 sec","Spawn of Vexhul 9 → Clecia",""
"03:19.080","Cast","Eternal Venom","Spawn of Vexhul 9 → Clecia",""
"03:19.566","Begin Cast","Visceral Burst Canceled","Broodling of Ithraz 28",""
"03:20.574","Begin Cast","Visceral Burst Canceled","Broodling of Ithraz 29",""
"03:21.070","Begin Cast","Corrosive Spit Canceled","Spawn of Vexhul 9",""
"03:21.561","Begin Cast","Visceral Burst Canceled","Broodling of Ithraz 30",""
"03:22.088","Cast","Stir the Depths","Vexhul",""
"03:36.332","Cast","Ravenous Feast 4.25 sec","Ithraz",""
"03:41.050","Cast","Clotted Bolt","Ithraz → Haxmatic",""
"03:45.064","Cast","Caustic Deluge 0.99 sec","Vexhul → Joeburden",""
"03:45.078","Cast","Envenomed","Vexhul → Joeburden",""
"03:45.079","Cast","Blood Torrent 1.00 sec","Ithraz → Joeburden",""
"03:45.584","Cast","Envenomed","Vexhul → Joeburden",""
"03:46.103","Cast","Envenomed","Vexhul → Joeburden",""
"03:46.575","Cast","Envenomed","Vexhul → Joeburden",""
"03:47.085","Cast","Caustic Deluge","Vexhul",""
"03:47.085","Cast","Envenomed","Vexhul → Joeburden",""
"03:47.087","Cast","Barbed Bulwark","Barbed Bulwark 45",""
"03:47.439","Cast","Caustic Deluge","Vexhul",""
"03:47.459","Cast","Barbed Bulwark","Barbed Bulwark 46",""
"03:47.581","Cast","Envenomed","Vexhul → Joeburden",""
"03:47.763","Cast","Caustic Deluge","Vexhul",""
"03:47.764","Cast","Barbed Bulwark","Barbed Bulwark 47",""
"03:48.080","Cast","Envenomed","Vexhul → Joeburden",""
"03:48.097","Cast","Caustic Deluge","Vexhul",""
"03:48.119","Cast","Barbed Bulwark","Barbed Bulwark 48",""
"03:48.431","Cast","Caustic Deluge","Vexhul",""
"03:48.432","Cast","Barbed Bulwark","Barbed Bulwark 49",""
"03:48.577","Cast","Envenomed","Vexhul → Joeburden",""
"03:48.781","Cast","Caustic Deluge","Vexhul",""
"03:48.803","Cast","Barbed Bulwark","Barbed Bulwark 50",""
"03:49.086","Cast","Envenomed","Vexhul → Joeburden",""
"03:49.103","Cast","Caustic Deluge","Vexhul",""
"03:49.104","Cast","Barbed Bulwark","Barbed Bulwark 51",""
"03:49.441","Cast","Caustic Deluge","Vexhul",""
"03:49.442","Cast","Barbed Bulwark","Barbed Bulwark 52",""
"03:49.583","Cast","Envenomed","Vexhul → Joeburden",""
"03:49.761","Cast","Caustic Deluge","Vexhul",""
"03:49.776","Cast","Barbed Bulwark","Barbed Bulwark 53",""
"03:49.941","Cast","Caustic Globule","Environment → Jungestson",""
"03:49.941","Cast","Eternal Venom","Vexhul → Jungestson",""
"03:50.080","Cast","Envenomed","Vexhul → Joeburden",""
"03:50.080","Cast","Caustic Deluge","Vexhul",""
"03:50.099","Cast","Barbed Bulwark","Barbed Bulwark 54",""
"03:50.429","Cast","Caustic Deluge","Vexhul",""
"03:50.429","Cast","Barbed Bulwark","Barbed Bulwark 55",""
"03:50.556","Cast","Caustic Globule","Environment → Clecia",""
"03:50.556","Cast","Eternal Venom","Vexhul → Clecia",""
"03:50.743","Cast","Caustic Deluge","Vexhul",""
"03:50.759","Cast","Barbed Bulwark","Barbed Bulwark 56",""
