"Time","Type","Ability","Source → Target",""
"02:15.508","Cast","Venomous Heart","Venomous Heart",""
"02:43.259","Cast","Toxin Cloud","Toxin Cloud Stalker →  罐头九四箱",""
"02:43.774","Cast","Toxin Cloud","Toxin Cloud Stalker → 漂移浩浩",""
"02:43.790","Cast","Toxin Cloud","Toxin Cloud Stalker →  罐头九四箱",""
"02:44.173","Begin Cast","Hatching Doom Canceled","Doomscale Egg 1",""
"02:44.173","Begin Cast","Hatching Doom Canceled","Doomscale Egg 2",""
"02:50.829","Cast","Shadow Molt 3.00 sec","Doomscale Warden 1",""
"02:51.649","Cast","Shadow Molt 3.02 sec","Doomscale Warden 2",""
"02:54.341","Cast","Writhing Gestation 3.00 sec","Doomscale Warden 1",""
"02:55.092","Begin Cast","Malice Canceled","Doomscale Warden 1",""
"02:55.159","Cast","Writhing Gestation 3.01 sec","Doomscale Warden 2",""
"02:55.176","Cast","Writhing Gestation","Blightscale Clutch 1",""
"02:55.335","Cast","Writhing Gestation","Blightscale Clutch 2",""
"02:55.402","Cast","Writhing Gestation","Blightscale Clutch 3",""
"02:55.502","Begin Cast","Malice Canceled","Doomscale Warden 2",""
"03:07.996","Cast","Grasping Fangs 2.00 sec","Doomscale Warden 1",""
"03:08.408","Cast","Grasping Fangs 1.99 sec","Doomscale Warden 2",""
"03:35.749","Cast","Shadow Molt 3.01 sec","Doomscale Warden 1",""
"03:36.124","Cast","Shadow Molt 2.99 sec","Doomscale Warden 2",""
"03:39.261","Cast","Writhing Gestation 3.02 sec","Doomscale Warden 1",""
"03:39.655","Cast","Writhing Gestation 3.01 sec","Doomscale Warden 2",""
"03:39.706","Cast","Writhing Gestation","Blightscale Clutch 8",""
"03:39.794","Cast","Writhing Gestation","Blightscale Clutch 9",""
"03:39.794","Cast","Writhing Gestation","Blightscale Clutch 10",""
"03:39.862","Cast","Writhing Gestation","Blightscale Clutch 11",""
"03:42.870","Begin Cast","Malice Canceled","Doomscale Warden 2",""
"04:02.035","Cast","Defect: Weakened","Weakened Doomscale 1",""
"04:03.449","Cast","Defect: Weakened","Weakened Doomscale 2",""
"04:09.560","Begin Cast","Anguished Cry Canceled","Weakened Doomscale 1",""
"04:11.198","Begin Cast","Anguished Cry Canceled","Weakened Doomscale 2",""
"04:18.646","Cast","Desperate Thrash 3.01 sec","Weakened Doomscale 1",""
"04:20.262","Cast","Desperate Thrash 2.99 sec","Weakened Doomscale 2",""
"04:25.363","Begin Cast","Anguished Cry Canceled","Weakened Doomscale 1",""
"04:27.002","Begin Cast","Anguished Cry Canceled","Weakened Doomscale 2",""
"04:37.290","Cast","Desperate Thrash 3.00 sec","Weakened Doomscale 1",""
"04:38.917","Cast","Desperate Thrash 3.00 sec","Weakened Doomscale 2",""
"04:41.570","Begin Cast","Anguished Cry Canceled","Weakened Doomscale 1",""
"04:42.383","Begin Cast","Anguished Cry Canceled","Weakened Doomscale 2",""
"04:44.567","Cast","Rage of the Shackled 6.50 sec","Ula'tek",""
"04:44.570","Cast","Venomous Heart","Venomous Heart",""
"04:55.321","Begin Cast","Desperate Thrash Canceled","Weakened Doomscale 2",""
"05:13.050","Cast","Call of the Serpent 3.99 sec","Ula'tek",""
"05:26.428","Cast","Spectral Coils 4.00 sec","Spectral Coil 5",""
"05:30.050","Cast","Spectral Coils 4.00 sec","Spectral Coil 6",""
"05:33.724","Cast","Spectral Coils 4.03 sec","Spectral Coil 7",""
"05:36.958","Cast","Spectral Coils 3.95 sec","Spectral Coil 8",""
"05:41.415","Cast","Spectral Coils 4.02 sec","Spectral Coil 9",""
"05:42.151","Cast","Anti-Magic Zone","Environment →  罐头九四箱",""
"05:42.192","Cast","Anti-Magic Zone","Environment → 巴顿三号",""
"05:42.250","Cast","Anti-Magic Zone","Environment → 墨鱼排骨汤",""
"05:42.400","Cast","Anti-Magic Zone","Environment → 眼中烛光",""
"05:42.487","Cast","Anti-Magic Zone","Environment → 黄色噬极兽",""
"05:42.900","Cast","Anti-Magic Zone","Environment → 振魂石",""
"05:43.103","Cast","Anti-Magic Zone","Environment → 漂移浩浩",""
"05:43.401","Cast","Anti-Magic Zone","Environment → 曾恋水茉青花",""
"05:43.702","Cast","Anti-Magic Zone","Environment → Maplee",""
"05:44.681","Cast","Anti-Magic Zone","Environment →  骨头嘿",""
"05:44.937","Cast","Anti-Magic Zone","Environment → Convictions",""
"05:45.054","Cast","Spectral Coils 4.01 sec","Spectral Coil 10",""
"05:45.513","Cast","Anti-Magic Zone","Environment →  骨头嘿",""
"05:45.940","Cast","Anti-Magic Zone","Environment → 猛踹晚安瘸腿",""
"05:46.892","Cast","Anti-Magic Zone","Environment → 残楼",""
"05:47.897","Cast","Anti-Magic Zone","Environment → 漂移浩浩",""
"05:49.121","Cast","Anti-Magic Zone","Environment → 壮丿壮",""
"05:50.158","Cast","Anti-Magic Zone","Environment →  罐头九四箱",""
"05:50.232","Cast","Anti-Magic Zone","Environment → 巴顿三号",""
"06:11.240","Cast","Call of the Serpent 4.01 sec","Ula'tek",""
"06:12.281","Cast","Writhing Gestation","Blightscale Clutch 12",""
"06:12.281","Cast","Writhing Gestation","Blightscale Clutch 13",""
"06:12.281","Cast","Writhing Gestation","Blightscale Clutch 14",""
"06:12.281","Cast","Writhing Gestation","Blightscale Clutch 15",""
"06:17.234","Cast","Mother's Wrath 5.01 sec","Ula'tek →  罐头九四箱",""
"06:32.228","Cast","Serpent's Bite 5.00 sec","Ula'tek",""
"06:41.225","Cast","Call of the Serpent 4.00 sec","Ula'tek",""
"06:42.224","Cast","Writhing Gestation","Blightscale Clutch 16",""
"06:42.224","Cast","Writhing Gestation","Blightscale Clutch 17",""
"06:42.224","Cast","Writhing Gestation","Blightscale Clutch 18",""
"06:42.224","Cast","Writhing Gestation","Blightscale Clutch 19",""
"06:56.725","Cast","Caustic Waves 4.50 sec","Ula'tek",""
"06:57.983","Cast","Caustic Waves 2.40 sec","Gore Rattle 5",""
"06:57.983","Cast","Caustic Waves 2.40 sec","Gore Rattle 6",""
"07:10.217","Cast","Circling Prey 8.01 sec","Ula'tek",""
"07:12.623","Cast","Submerge 2.40 sec","Ula'tek",""
"07:26.254","Cast","Call of the Serpent 4.03 sec","Ula'tek",""
"07:27.277","Cast","Writhing Gestation","Blightscale Clutch 20",""
"07:27.277","Cast","Writhing Gestation","Blightscale Clutch 21",""
"07:27.277","Cast","Writhing Gestation","Blightscale Clutch 22",""
"07:32.222","Cast","Mother's Wrath 4.99 sec","Ula'tek →  骨头嘿",""
"07:38.172","Cast","Acidic Expulsion 2.50 sec","Blightscale Shrieker 1",""
"07:43.212","Cast","Serpent's Bite 4.97 sec","Ula'tek",""
"07:44.600","Begin Cast","Vicious Echoes Canceled","Blightscale Shrieker 1",""
"07:51.735","Cast","Caustic Waves 4.51 sec","Ula'tek",""
"07:53.060","Cast","Caustic Waves 2.40 sec","Gore Rattle 7",""
"07:53.060","Cast","Caustic Waves 2.40 sec","Gore Rattle 8",""
"08:01.242","Cast","Circling Prey 8.00 sec","Ula'tek",""
"08:04.633","Cast","Submerge 2.39 sec","Ula'tek",""
"08:20.217","Cast","Serpent's Bite 5.01 sec","Ula'tek",""
"08:23.774","Cast","Anti-Magic Zone","Environment →  骨头嘿",""
"08:23.790","Cast","Anti-Magic Zone","Environment → 饭团丶",""
"08:23.790","Cast","Anti-Magic Zone","Environment → 猛踹晚安瘸腿",""
"08:23.790","Cast","Anti-Magic Zone","Environment → Convictions",""
"08:23.790","Cast","Anti-Magic Zone","Environment → 慌啦",""
"08:23.790","Cast","Anti-Magic Zone","Environment →  罐头九四箱",""
"08:23.790","Cast","Anti-Magic Zone","Environment → 残楼",""
"08:26.234","Cast","Call of the Serpent 3.99 sec","Ula'tek",""
"08:27.280","Cast","Writhing Gestation","Blightscale Clutch 23",""
"08:27.281","Cast","Writhing Gestation","Blightscale Clutch 24",""
"08:35.672","Cast","Acidic Expulsion 2.50 sec","Blightscale Shrieker 2",""
"08:38.114","Cast","Acidic Expulsion 2.53 sec","Blightscale Shrieker 3",""
"08:41.721","Cast","Caustic Waves 4.52 sec","Ula'tek",""
"08:42.877","Cast","Caustic Waves 2.41 sec","Gore Rattle 9",""
"08:42.877","Cast","Caustic Waves 2.41 sec","Gore Rattle 10",""
"08:42.909","Begin Cast","Vicious Echoes Canceled","Blightscale Shrieker 2",""
"08:45.330","Begin Cast","Vicious Echoes Canceled","Blightscale Shrieker 3",""
"08:48.218","Cast","Mother's Wrath 5.00 sec","Ula'tek →  罐头九四箱",""
"09:02.258","Cast","Circling Prey 8.02 sec","Ula'tek",""
"09:04.688","Cast","Submerge 2.41 sec","Ula'tek",""
"09:20.213","Cast","Serpent's Bite 5.00 sec","Ula'tek",""
"09:22.607","Cast","Anti-Magic Zone","Environment →  罐头九四箱",""
"09:22.626","Cast","Anti-Magic Zone","Environment → 振魂石",""
"09:22.626","Cast","Anti-Magic Zone","Environment → 丶小希",""
"09:22.626","Cast","Anti-Magic Zone","Environment → 寒泷月",""
"09:22.626","Cast","Anti-Magic Zone","Environment → 青山青山",""
"09:22.626","Cast","Anti-Magic Zone","Environment → 饭团丶",""
"09:22.626","Cast","Anti-Magic Zone","Environment → 骨头嘿",""
"09:22.626","Cast","Anti-Magic Zone","Environment → 猛踹晚安瘸腿",""
"09:22.626","Cast","Anti-Magic Zone","Environment → 慌啦",""
"09:22.626","Cast","Anti-Magic Zone","Environment → 残楼",""
"09:25.739","Cast","Caustic Waves 4.51 sec","Ula'tek",""
"09:26.970","Cast","Caustic Waves 2.40 sec","Gore Rattle 11",""
"09:27.373","Cast","Caustic Waves 2.39 sec","Gore Rattle 12",""
"09:33.719","Cast","Rage of the Shackled 6.52 sec","Ula'tek",""
"09:33.721","Cast","Venomous Heart","Venomous Heart",""
