"Time","Type","Ability","Source → Target",""
"04:39.882","Begin Cast","Malignance Canceled","Malignant Totem 43",""
"04:39.882","Begin Cast","Malignance Canceled","Malignant Totem 46",""
"04:39.882","Begin Cast","Malignance Canceled","Malignant Totem 44",""
"04:39.882","Begin Cast","Malignance Canceled","Malignant Totem 47",""
"04:39.882","Begin Cast","Malignance Canceled","Malignant Totem 45",""
"04:39.882","Begin Cast","Malignance Canceled","Malignant Totem 48",""
"04:40.263","Begin Cast","Malignance Canceled","Malignant Totem 46",""
"04:40.263","Begin Cast","Malignance Canceled","Malignant Totem 47",""
"04:40.263","Begin Cast","Malignance Canceled","Malignant Totem 48",""
"04:42.063","Cast","Malignant Catalyst","Vashnik",""
"04:47.053","Cast","Malignant Catalyst 4.99 sec","Vashnik",""
"04:51.044","Cast","Dripping Fangs 1.98 sec","Vashnik → 喵呜大王",""
"05:01.996","Cast","Caustic Surge","Burning Venom 12",""
"05:10.657","Cast","Caustic Surge","Burning Venom 11",""
"05:18.082","Cast","Dripping Fangs 2.01 sec","Vashnik → 世界第一坦",""
"05:21.056","Cast","Malignant Catalyst","Vashnik",""
"05:23.595","Cast","Caustic Surge","Burning Venom 10",""
"05:26.067","Cast","Malignant Catalyst 5.01 sec","Vashnik",""
"05:46.066","Cast","Dripping Fangs 2.01 sec","Vashnik → 喵呜大王",""
"05:58.678","Cast","Anti-Magic Zone","Environment → Zardhengheng",""
"05:58.678","Cast","Anti-Magic Zone","Environment → 瓜皮辣鸡",""
"05:58.678","Cast","Anti-Magic Zone","Environment → Anisphere",""
"05:58.678","Cast","Anti-Magic Zone","Environment → 真岛吾郎",""
"05:58.678","Cast","Anti-Magic Zone","Environment → 你的女王",""
"05:58.678","Cast","Anti-Magic Zone","Environment → 匠心不竭",""
"05:58.678","Cast","Anti-Magic Zone","Environment → 南巷的猫",""
"05:58.678","Cast","Anti-Magic Zone","Environment → 壬生千咲",""
"05:58.678","Cast","Anti-Magic Zone","Environment → Takino",""
"05:58.678","Cast","Anti-Magic Zone","Environment → 南笙胧月丶",""
"05:59.942","Cast","Anti-Magic Zone","Environment → 世界第一坦",""
"05:59.957","Cast","Anti-Magic Zone","Environment → 尸水染",""
"05:59.974","Cast","Anti-Magic Zone","Environment → 雾独独",""
"05:59.974","Cast","Anti-Magic Zone","Environment → 三岁无敌",""
"06:00.026","Cast","Anti-Magic Zone","Environment → 非非的鹦鹉",""
"06:00.048","Cast","Imbibe 4.01 sec","Vashnik",""
"06:01.304","Cast","Anti-Magic Zone","Environment → Rurilapisl",""
"06:01.702","Cast","Anti-Magic Zone","Environment → 窃灵",""
"06:01.832","Cast","Anti-Magic Zone","Environment → 雾独独",""
"06:02.871","Begin Cast","Malignance Canceled","Malignant Totem 49",""
"06:02.871","Begin Cast","Malignance Canceled","Malignant Totem 49",""
"06:02.871","Begin Cast","Malignance Canceled","Malignant Totem 50",""
"06:02.871","Begin Cast","Malignance Canceled","Malignant Totem 51",""
"06:02.871","Begin Cast","Malignance Canceled","Malignant Totem 52",""
"06:03.281","Begin Cast","Malignance Canceled","Malignant Totem 50",""
"06:03.281","Begin Cast","Malignance Canceled","Malignant Totem 53",""
"06:03.281","Begin Cast","Malignance Canceled","Malignant Totem 51",""
"06:03.281","Begin Cast","Malignance Canceled","Malignant Totem 54",""
"06:03.281","Begin Cast","Malignance Canceled","Malignant Totem 55",""
"06:03.281","Begin Cast","Malignance Canceled","Malignant Totem 52",""
"06:03.281","Begin Cast","Malignance Canceled","Malignant Totem 53",""
"06:03.281","Begin Cast","Malignance Canceled","Malignant Totem 56",""
"06:03.281","Begin Cast","Malignance Canceled","Malignant Totem 57",""
"06:03.281","Begin Cast","Malignance Canceled","Malignant Totem 54",""
"06:03.281","Begin Cast","Malignance Canceled","Malignant Totem 55",""
"06:03.281","Begin Cast","Malignance Canceled","Malignant Totem 58",""
"06:03.281","Begin Cast","Malignance Canceled","Malignant Totem 56",""
"06:03.281","Begin Cast","Malignance Canceled","Malignant Totem 57",""
"06:03.281","Begin Cast","Malignance Canceled","Malignant Totem 58",""
"06:03.281","Begin Cast","Malignance Canceled","Malignant Totem 59",""
"06:04.086","Begin Cast","Malignance Canceled","Malignant Totem 59",""
"06:04.086","Begin Cast","Malignance Canceled","Malignant Totem 60",""
"06:04.086","Begin Cast","Malignance Canceled","Malignant Totem 60",""
"06:04.416","Cast","Anti-Magic Zone","Environment → Rurilapisl",""
"06:05.954","Cast","Anti-Magic Zone","Environment → 世界第一坦",""
"06:06.018","Cast","Anti-Magic Zone","Environment → 尸水染",""
"06:06.021","Cast","Anti-Magic Zone","Environment → 三岁无敌",""
"06:06.052","Cast","Malignant Catalyst","Vashnik",""
"06:06.509","Cast","Anti-Magic Zone","Environment → 匠心不竭",""
"06:11.048","Cast","Malignant Catalyst 5.00 sec","Vashnik",""
"06:15.116","Cast","Dripping Fangs 2.06 sec","Vashnik → 世界第一坦",""
"06:38.687","Cast","Caustic Surge","Burning Venom 15",""
"06:42.065","Cast","Dripping Fangs 2.01 sec","Vashnik → 世界第一坦",""
"06:45.084","Begin Cast","Malignant Catalyst Canceled","Vashnik",""
"06:45.084","Cast","Malignant Catalyst","Vashnik",""
