"Time","Type","Ability","Source → Target",""
"01:38.914","Cast","Anti-Magic Zone","Environment → Swoleape",""
"01:38.914","Cast","Anti-Magic Zone","Environment → Shamum",""
"01:38.914","Cast","Anti-Magic Zone","Environment → Chulain",""
"01:38.916","Cast","Anti-Magic Zone","Environment → Ultashamdam",""
"01:38.916","Cast","Anti-Magic Zone","Environment → Zorade",""
"01:38.916","Cast","Anti-Magic Zone","Environment → Dhguy",""
"01:38.916","Cast","Anti-Magic Zone","Environment → Iwaskurt",""
"01:39.641","Cast","Anti-Magic Zone","Environment → Ibaar",""
"01:39.781","Cast","Anti-Magic Zone","Environment → Wtbfrend",""
"01:39.860","Cast","Anti-Magic Zone","Environment → Dingeath",""
"01:40.070","Cast","Anti-Magic Zone","Environment → Smoltron",""
"01:40.363","Cast","Anti-Magic Zone","Environment → Yakuzure",""
"01:40.746","Cast","Anti-Magic Zone","Environment → Miidnight",""
"01:46.829","Cast","Dreadful Presence","Hex Lord Malacrass",""
"01:47.880","Cast","Dread Bolt","Hex Lord Malacrass → Dingeath",""
"01:51.287","Cast","Dread Bolt","Hex Lord Malacrass → Dingeath",""
"01:54.371","Cast","Dreadmarch 2.02 sec","Hex Lord Malacrass",""
"01:54.926","Cast","Dread Bolt","Hex Lord Malacrass → Dingeath",""
"01:56.941","Cast","Dread Bolt","Hex Lord Malacrass → Dingeath",""
"01:57.779","Cast","Unassailable","Manifestation of Dread 1",""
"01:57.810","Cast","Unassailable","Manifestation of Dread 2",""
"01:58.018","Cast","Unassailable","Manifestation of Dread 3",""
"01:58.089","Cast","Unassailable","Manifestation of Dread 4",""
"01:58.243","Cast","Unassailable","Manifestation of Dread 5",""
"01:58.323","Cast","Unassailable","Manifestation of Dread 6",""
"01:58.513","Cast","Unassailable","Manifestation of Dread 7",""
"01:58.573","Cast","Unassailable","Manifestation of Dread 8",""
"01:59.312","Cast","Dread Bolt","Hex Lord Malacrass → Wtbfrend",""
"01:59.380","Cast","Unnerving Fixation","Manifestation of Dread 1",""
"01:59.380","Cast","Unnerving Fixation","Manifestation of Dread 2",""
"01:59.380","Cast","Unnerving Fixation","Manifestation of Dread 3",""
"01:59.380","Cast","Unnerving Fixation","Manifestation of Dread 4",""
"01:59.380","Cast","Unnerving Fixation","Manifestation of Dread 5",""
"01:59.380","Cast","Unnerving Fixation","Manifestation of Dread 6",""
"01:59.797","Cast","Unnerving Fixation","Manifestation of Dread 8",""
"01:59.836","Cast","Spiritcackle","Hex Lord Malacrass",""
"02:00.618","Cast","Unnerving Fixation","Manifestation of Dread 7",""
"02:03.427","Cast","Dread Bolt","Hex Lord Malacrass → Wtbfrend",""
"02:04.368","Cast","Retaliatory Malice","Spiteful Soulcoiler 1",""
"02:04.368","Begin Cast","Wail of Terror Canceled","Spiteful Soulcoiler 1",""
"02:05.466","Cast","Dread Bolt","Hex Lord Malacrass → Wtbfrend",""
"02:06.424","Cast","Wail of Terror","Spiteful Soulcoiler 1",""
"02:07.058","Begin Cast","Wail of Terror Canceled","Spiteful Soulcoiler 1",""
"02:07.434","Cast","Dread Bolt","Hex Lord Malacrass → Wtbfrend",""
"02:10.847","Cast","Gloombomb 2.01 sec","Hex Lord Malacrass",""
"02:14.334","Cast","Dread Bolt","Hex Lord Malacrass → Dingeath",""
"02:16.339","Cast","Dread Bolt","Hex Lord Malacrass → Dingeath",""
"02:16.500","Cast","Wail of Terror","Spiteful Soulcoiler 1",""
"02:16.743","Begin Cast","Wail of Terror Canceled","Spiteful Soulcoiler 1",""
"02:18.334","Cast","Dread Bolt","Hex Lord Malacrass → Dingeath",""
"02:19.775","Cast","Wail of Terror","Spiteful Soulcoiler 1",""
"02:20.344","Cast","Dread Bolt","Hex Lord Malacrass → Dingeath",""
"02:20.390","Begin Cast","Wail of Terror Canceled","Spiteful Soulcoiler 1",""
"02:24.864","Cast","Soul Sever 4.00 sec","Hex Lord Malacrass",""
"02:26.484","Cast","Dread Bolt","Hex Lord Malacrass → Wtbfrend",""
"02:28.495","Cast","Dread Bolt","Hex Lord Malacrass → Wtbfrend",""
"02:30.956","Cast","Dreadmarch 2.01 sec","Hex Lord Malacrass",""
"02:31.361","Cast","Dread Bolt","Hex Lord Malacrass → Wtbfrend",""
"02:32.828","Cast","Spiritcackle","Hex Lord Malacrass",""
"02:34.679","Cast","Unassailable","Manifestation of Dread 9",""
"02:34.713","Cast","Unassailable","Manifestation of Dread 10",""
"02:34.713","Cast","Unassailable","Manifestation of Dread 11",""
"02:35.164","Cast","Unassailable","Manifestation of Dread 12",""
"02:35.198","Cast","Unassailable","Manifestation of Dread 13",""
"02:35.198","Cast","Unassailable","Manifestation of Dread 14",""
"02:35.838","Cast","Unnerving Fixation","Manifestation of Dread 9",""
"02:35.838","Cast","Unnerving Fixation","Manifestation of Dread 10",""
"02:35.838","Cast","Unnerving Fixation","Manifestation of Dread 11",""
"02:36.212","Cast","Dread Bolt","Hex Lord Malacrass → Wtbfrend",""
"02:36.228","Cast","Unnerving Fixation","Manifestation of Dread 12",""
"02:36.628","Cast","Unnerving Fixation","Manifestation of Dread 13",""
"02:36.628","Cast","Unnerving Fixation","Manifestation of Dread 14",""
"02:37.015","Cast","Unassailable","Manifestation of Dread 15",""
"02:37.332","Cast","Retaliatory Malice","Spiteful Soulcoiler 2",""
"02:37.332","Begin Cast","Wail of Terror Canceled","Spiteful Soulcoiler 2",""
"02:37.517","Cast","Unassailable","Manifestation of Dread 16",""
"02:38.228","Cast","Dread Bolt","Hex Lord Malacrass → Wtbfrend",""
"02:39.099","Cast","Unnerving Fixation","Manifestation of Dread 15",""
"02:39.493","Cast","Unnerving Fixation","Manifestation of Dread 16",""
"02:40.233","Cast","Dread Bolt","Hex Lord Malacrass → Wtbfrend",""
"02:41.691","Cast","Wail of Terror","Spiteful Soulcoiler 2",""
"02:42.301","Begin Cast","Wail of Terror Canceled","Spiteful Soulcoiler 2",""
"02:44.732","Cast","Dread Bolt","Hex Lord Malacrass → Wtbfrend",""
"02:46.747","Cast","Dread Bolt","Hex Lord Malacrass → Wtbfrend",""
"02:48.860","Cast","Gloombomb 2.01 sec","Hex Lord Malacrass",""
"02:49.627","Cast","Dread Bolt","Hex Lord Malacrass → Wtbfrend",""
"02:51.630","Cast","Dread Bolt","Hex Lord Malacrass → Wtbfrend",""
"02:52.467","Cast","Wail of Terror","Spiteful Soulcoiler 2",""
"02:53.256","Begin Cast","Wail of Terror Canceled","Spiteful Soulcoiler 2",""
"02:55.869","Cast","Soul Sever 4.01 sec","Hex Lord Malacrass",""
"02:56.861","Begin Cast","Eternal Nightfall Canceled","Hex Lord Malacrass",""
"03:03.958","Cast","Unassailable","Manifestation of Dread 17",""
"03:04.440","Cast","Unassailable","Manifestation of Dread 18",""
"03:04.995","Cast","Unnerving Fixation","Manifestation of Dread 17",""
"03:06.605","Cast","Unnerving Fixation","Manifestation of Dread 18",""
"03:09.132","Cast","Deathguard","Hex Lord Malacrass",""
"03:11.852","Cast","Soulbinding","Hex Lord Malacrass",""
"03:12.046","Cast","Ghastly Regeneration","Zul'jan",""
"03:12.046","Cast","Ghastly Regeneration","Zul'jan",""
"03:49.565","Cast","Defilement of the Coiled Altar","Zul'jan",""
"03:50.744","Cast","Dread Bolt","Hex Lord Malacrass → Wtbfrend",""
"03:51.851","Cast","Toxic Deluge","Zul'jan",""
"03:52.748","Cast","Dread Bolt","Hex Lord Malacrass → Wtbfrend",""
"03:55.610","Cast","Dread Bolt","Hex Lord Malacrass → Wtbfrend",""
"03:58.033","Cast","Dread Bolt","Hex Lord Malacrass → Wtbfrend",""
"04:00.193","Cast","Dread Bolt","Hex Lord Malacrass → Wtbfrend",""
"04:02.215","Cast","Dread Bolt","Hex Lord Malacrass → Wtbfrend",""
"04:04.205","Cast","Dread Bolt","Hex Lord Malacrass → Wtbfrend",""
"04:06.790","Cast","Grim Guillotine","Zul'jan",""
"04:08.938","Cast","Dread Bolt","Hex Lord Malacrass → Wtbfrend",""
"04:10.299","Cast","Grim Guillotine 3.51 sec","Zul'jan → Anoray",""
"04:10.959","Cast","Dread Bolt","Hex Lord Malacrass → Wtbfrend",""
"04:12.970","Cast","Dread Bolt","Hex Lord Malacrass → Wtbfrend",""
"04:17.989","Cast","Gloombomb 2.02 sec","Hex Lord Malacrass",""
"04:18.678","Cast","Dread Bolt","Hex Lord Malacrass → Wtbfrend",""
"04:20.693","Cast","Dread Bolt","Hex Lord Malacrass → Wtbfrend",""
"04:22.691","Cast","Dread Bolt","Hex Lord Malacrass → Wtbfrend",""
"04:24.704","Cast","Dread Bolt","Hex Lord Malacrass → Wtbfrend",""
"04:25.921","Cast","Blighted Sever 3.03 sec","Zul'jan",""
"04:26.717","Cast","Dread Bolt","Hex Lord Malacrass → Wtbfrend",""
"04:28.650","Begin Cast","Eternal Nightfall Canceled","Hex Lord Malacrass",""
"04:38.975","Cast","Toxic Deluge","Zul'jan",""
"04:42.937","Cast","Dread Bolt","Hex Lord Malacrass → Dingeath",""
"04:44.941","Cast","Dread Bolt","Hex Lord Malacrass → Dingeath",""
"04:46.947","Cast","Dread Bolt","Hex Lord Malacrass → Dingeath",""
"04:48.972","Cast","Dread Bolt","Hex Lord Malacrass → Dingeath",""
"04:52.532","Cast","Dreadmarch 2.01 sec","Hex Lord Malacrass",""
"04:52.638","Cast","Dread Bolt","Hex Lord Malacrass → Dingeath",""
"04:54.902","Cast","Dread Bolt","Hex Lord Malacrass → Dingeath",""
"04:56.655","Cast","Unassailable","Manifestation of Dread 19",""
"04:56.767","Cast","Unassailable","Manifestation of Dread 20",""
"04:56.917","Cast","Dread Bolt","Hex Lord Malacrass → Dingeath",""
"04:57.128","Cast","Unassailable","Manifestation of Dread 21",""
"04:57.239","Cast","Unassailable","Manifestation of Dread 22",""
"04:57.425","Cast","Unassailable","Manifestation of Dread 23",""
"04:57.922","Cast","Unassailable","Manifestation of Dread 24",""
"04:57.923","Cast","Unnerving Fixation","Manifestation of Dread 20",""
"04:58.075","Cast","Blighted Sever 3.01 sec","Zul'jan",""
"04:58.759","Cast","Unnerving Fixation","Manifestation of Dread 22",""
"04:58.759","Cast","Unnerving Fixation","Manifestation of Dread 23",""
"04:58.759","Cast","Unnerving Fixation","Manifestation of Dread 19",""
"04:59.146","Cast","Unnerving Fixation","Manifestation of Dread 21",""
"04:59.147","Cast","Dread Bolt","Hex Lord Malacrass → Dingeath",""
"04:59.967","Cast","Unnerving Fixation","Manifestation of Dread 24",""
"05:00.914","Cast","Unassailable","Manifestation of Dread 25",""
"05:01.164","Cast","Dread Bolt","Hex Lord Malacrass → Dingeath",""
"05:01.383","Cast","Unassailable","Manifestation of Dread 26",""
"05:02.407","Cast","Unnerving Fixation","Manifestation of Dread 25",""
"05:02.407","Cast","Unnerving Fixation","Manifestation of Dread 26",""
"05:03.173","Cast","Dread Bolt","Hex Lord Malacrass → Dingeath",""
"05:05.191","Cast","Dread Bolt","Hex Lord Malacrass → Dingeath",""
"05:08.569","Cast","Gloombomb 2.01 sec","Hex Lord Malacrass",""
"05:09.698","Cast","Dread Bolt","Hex Lord Malacrass → Wtbfrend",""
"05:11.720","Cast","Dread Bolt","Hex Lord Malacrass → Wtbfrend",""
"05:13.748","Cast","Dread Bolt","Hex Lord Malacrass → Wtbfrend",""
"05:15.754","Cast","Dread Bolt","Hex Lord Malacrass → Wtbfrend",""
"05:17.757","Cast","Dread Bolt","Hex Lord Malacrass → Wtbfrend",""
"05:19.764","Cast","Dread Bolt","Hex Lord Malacrass → Wtbfrend",""
"05:21.772","Cast","Dread Bolt","Hex Lord Malacrass → Wtbfrend",""
"05:23.796","Cast","Dread Bolt","Hex Lord Malacrass → Wtbfrend",""
"05:25.788","Cast","Dread Bolt","Hex Lord Malacrass → Wtbfrend",""
"05:27.807","Cast","Dread Bolt","Hex Lord Malacrass → Wtbfrend",""
"05:29.814","Cast","Dread Bolt","Hex Lord Malacrass → Wtbfrend",""
"05:31.821","Cast","Dread Bolt","Hex Lord Malacrass → Wtbfrend",""
"05:32.582","Cast","Blighted Sever 3.02 sec","Zul'jan",""
"05:33.442","Cast","Unassailable","Manifestation of Dread 27",""
"05:33.839","Cast","Dread Bolt","Hex Lord Malacrass → Wtbfrend",""
"05:33.933","Cast","Unassailable","Manifestation of Dread 28",""
"05:35.218","Cast","Unnerving Fixation","Manifestation of Dread 27",""
"05:35.218","Cast","Unnerving Fixation","Manifestation of Dread 28",""
"05:35.288","Cast","Defilement of the Coiled Altar","Zul'jan",""
"05:35.846","Cast","Dread Bolt","Hex Lord Malacrass → Wtbfrend",""
"05:36.470","Cast","Toxic Deluge","Zul'jan",""
"05:37.858","Cast","Dread Bolt","Hex Lord Malacrass → Wtbfrend",""
"05:39.879","Cast","Dread Bolt","Hex Lord Malacrass → Wtbfrend",""
"05:41.906","Cast","Gloombomb 2.00 sec","Hex Lord Malacrass",""
"05:42.900","Cast","Dread Bolt","Hex Lord Malacrass → Wtbfrend",""
