"Time","Type","Ability","Source → Target",""
"01:40.206","Cast","Axegrinder","Axegrinder 9",""
"01:40.245","Cast","Axegrinder","Axegrinder 10",""
"01:40.365","Cast","Axegrinder","Axegrinder 2 → Shirup",""
"01:40.866","Cast","Axegrinder","Axegrinder 2 → Cringewar",""
"01:40.944","Cast","Axegrinder","Axegrinder 2 → Gyi",""
"01:41.360","Cast","Axegrinder","Axegrinder 3 → Horii",""
"01:41.572","Cast","Noxious Ground","Zul'jan → Neykraufbold",""
"01:41.591","Cast","Noxious Ground","Zul'jan → Senfih",""
"01:42.742","Cast","Noxious Ground","Zul'jan → Tizaxyr",""
"01:42.823","Cast","Axegrinder","Axegrinder 8 → Horii",""
"01:42.973","Cast","Noxious Ground","Zul'jan → Robinwl",""
"01:44.908","Cast","Noxious Ground","Zul'jan → Shirup",""
"01:44.908","Cast","Axegrinder","Axegrinder 2 → Tizaxyr",""
"01:44.977","Cast","Axegrinder","Axegrinder 10 → Tizaxyr",""
"01:45.381","Cast","Noxious Ground","Zul'jan → Impyr",""
"01:45.427","Cast","Axegrinder","Axegrinder 2 → Relod",""
"01:45.777","Cast","Noxious Ground","Zul'jan → Senfih",""
"01:46.370","Cast","Noxious Ground","Zul'jan → Coffee",""
"01:46.584","Cast","Noxious Ground","Zul'jan → Gyi",""
"01:46.948","Cast","Noxious Ground","Zul'jan → Senfih",""
"01:47.350","Cast","Noxious Ground","Zul'jan → Critzeel",""
"01:47.650","Cast","Noxious Ground","Zul'jan → Entelligans",""
"01:48.018","Cast","Sever 3.03 sec","Zul'jan",""
"01:48.732","Cast","Axegrinder","Axegrinder 5 → Xilam",""
"01:48.940","Cast","Axegrinder","Axegrinder 5 → Xilam",""
"01:49.434","Cast","Noxious Ground","Zul'jan → Horii",""
"01:49.434","Cast","Noxious Ground","Zul'jan → Ewokege",""
"01:50.100","Cast","Noxious Ground","Zul'jan → Shirup",""
"01:50.474","Cast","Noxious Ground","Zul'jan → Gladrien",""
"01:51.703","Cast","Axegrinder","Axegrinder 10 → Gladrien",""
"01:51.812","Cast","Axegrinder","Axegrinder 10 → Horii",""
"01:52.116","Cast","Axegrinder","Axegrinder 10 → Gladrien",""
"01:52.116","Cast","Axegrinder","Axegrinder 10 → Horii",""
"01:52.116","Cast","Axegrinder","Axegrinder 5 → Xilam",""
"01:52.921","Cast","Axegrinder","Axegrinder 5 → Evokimoz",""
"01:53.292","Cast","Axegrinder","Axegrinder 5 → Relod",""
"01:53.504","Cast","Axegrinder","Axegrinder 5 → Tizaxyr",""
"01:55.000","Cast","Venomfang 2.00 sec","Zul'jan → Critzeel",""
"01:57.757","Cast","Axegrinder","Axegrinder 10 → Xilam",""
"02:01.793","Cast","Axegrinder","Axegrinder 10 → Xilam",""
"02:05.019","Cast","Sever 3.01 sec","Zul'jan",""
"02:08.024","Cast","Guillotine","Zul'jan",""
"02:10.014","Cast","Toxic Deluge","Zul'jan",""
"02:10.030","Cast","Axegrinder","Axegrinder 9 → Relod",""
"02:10.888","Cast","Axegrinder","Axegrinder 9 → Evokimoz",""
"02:11.103","Cast","Axegrinder","Axegrinder 9 → Relod",""
"02:11.532","Cast","Guillotine 3.51 sec","Zul'jan → Evokimoz",""
"02:12.735","Cast","Axegrinder","Axegrinder 6 → Coffee",""
"02:13.525","Cast","Axegrinder","Axegrinder 6 → Tizaxyr",""
"02:13.572","Cast","Axegrinder","Axegrinder 9 → Relod",""
"02:13.903","Cast","Axegrinder","Axegrinder 9 → Critzeel",""
"02:13.904","Cast","Axegrinder","Axegrinder 1 → Entelligans",""
"02:13.905","Cast","Axegrinder","Axegrinder 9 → Horii",""
"02:14.336","Cast","Axegrinder","Axegrinder 4 → Xilam",""
"02:25.010","Cast","Sever 3.02 sec","Zul'jan",""
"02:29.991","Cast","Venomfang 1.99 sec","Zul'jan → Robinwl",""
"02:30.550","Cast","Axegrinder","Axegrinder 5 → Shirup",""
"02:30.593","Cast","Axegrinder","Axegrinder 2 → Horii",""
"02:30.765","Cast","Axegrinder","Axegrinder 5 → Tizaxyr",""
"02:30.923","Cast","Axegrinder","Axegrinder 2 → Relod",""
"02:31.060","Cast","Axegrinder","Axegrinder 5 → Gyi",""
"02:31.068","Cast","Axegrinder","Axegrinder 5 → Cringewar",""
"02:31.204","Cast","Axegrinder","Axegrinder 2 → Relod",""
"02:31.659","Cast","Axegrinder","Axegrinder 5 → Shirup",""
"02:31.822","Cast","Axegrinder","Axegrinder 2 → Relod",""
"02:32.381","Cast","Axegrinder","Axegrinder 5 → Xilam",""
"02:32.768","Cast","Axegrinder","Axegrinder 7 → Horii",""
"02:32.783","Cast","Axegrinder","Axegrinder 5 → Shroomee",""
"02:33.926","Cast","Axegrinder","Axegrinder 5 → Impyr",""
"02:34.066","Cast","Axegrinder","Axegrinder 5 → Relod",""
"02:34.220","Cast","Axegrinder","Axegrinder 5 → Gyi",""
"02:34.240","Cast","Axegrinder","Axegrinder 5 → Robinwl",""
"02:35.388","Cast","Axegrinder","Axegrinder 5 → Coffee",""
"02:42.002","Cast","Sever 2.99 sec","Zul'jan",""
"02:45.181","Cast","Axegrinder","Axegrinder 10 → Ponkydan",""
"02:45.589","Cast","Axegrinder","Axegrinder 10 → Horii",""
"02:45.977","Cast","Axegrinder","Axegrinder 10 → Coffee",""
"02:45.978","Cast","Axegrinder","Axegrinder 10 → Gladrien",""
"02:50.013","Cast","Fangs of the Coiled Altar","Zul'jan",""
"02:52.142","Cast","Anti-Magic Zone","Environment → Robinwl",""
"02:52.142","Cast","Anti-Magic Zone","Environment → Ewokege",""
"02:52.142","Cast","Anti-Magic Zone","Environment → Coffee",""
"02:52.142","Cast","Anti-Magic Zone","Environment → Evokimoz",""
"02:52.152","Cast","Anti-Magic Zone","Environment → Relod",""
"02:52.194","Cast","Anti-Magic Zone","Environment → Gladrien",""
"02:52.194","Cast","Anti-Magic Zone","Environment → Critzeel",""
"02:52.194","Cast","Anti-Magic Zone","Environment → Liebrepriest",""
"02:52.194","Cast","Anti-Magic Zone","Environment → Impyr",""
"02:52.194","Cast","Anti-Magic Zone","Environment → Tizaxyr",""
"02:52.194","Cast","Anti-Magic Zone","Environment → Neykraufbold",""
"02:52.194","Cast","Anti-Magic Zone","Environment → Shirup",""
"02:52.194","Cast","Anti-Magic Zone","Environment → Senfih",""
"02:52.194","Cast","Anti-Magic Zone","Environment → Xilam",""
"02:52.248","Cast","Anti-Magic Zone","Environment → Ponkydan",""
"02:52.248","Cast","Anti-Magic Zone","Environment → Gyi",""
"02:52.248","Cast","Anti-Magic Zone","Environment → Shroomee",""
"02:52.402","Cast","Anti-Magic Zone","Environment → Entelligans",""
"02:52.646","Cast","Anti-Magic Zone","Environment → Cringewar",""
"02:52.646","Cast","Anti-Magic Zone","Environment → Horii",""
"02:59.523","Cast","Dreadful Presence","Hex Lord Malacrass",""
"03:00.764","Cast","Axegrinder","Axegrinder 7 → Horii",""
"03:01.164","Cast","Axegrinder","Axegrinder 10 → Impyr",""
"03:02.786","Cast","Axegrinder","Axegrinder 7 → Impyr",""
"03:03.967","Cast","Dread Bolt","Hex Lord Malacrass → Relod",""
"03:07.067","Cast","Dreadmarch 2.00 sec","Hex Lord Malacrass",""
"03:08.012","Cast","Dread Bolt","Hex Lord Malacrass → Relod",""
"03:08.051","Cast","Axegrinder","Axegrinder 6 → Xilam",""
"03:08.283","Cast","Axegrinder","Axegrinder 6 → Gladrien",""
"03:08.432","Cast","Axegrinder","Axegrinder 7 → Tizaxyr",""
"03:10.460","Cast","Dread Bolt","Hex Lord Malacrass → Relod",""
"03:10.738","Cast","Unassailable","Manifestation of Dread 1",""
"03:10.739","Cast","Unassailable","Manifestation of Dread 2",""
"03:10.861","Cast","Unassailable","Manifestation of Dread 3",""
"03:10.861","Cast","Unassailable","Manifestation of Dread 4",""
"03:11.261","Cast","Unassailable","Manifestation of Dread 5",""
"03:11.261","Cast","Unassailable","Manifestation of Dread 6",""
"03:11.336","Cast","Unassailable","Manifestation of Dread 7",""
"03:11.365","Cast","Unassailable","Manifestation of Dread 8",""
"03:12.483","Cast","Unnerving Fixation","Manifestation of Dread 1",""
"03:12.484","Cast","Unnerving Fixation","Manifestation of Dread 7",""
"03:12.504","Cast","Axegrinder","Axegrinder 10 → Robinwl",""
"03:12.537","Cast","Spiritcackle","Hex Lord Malacrass",""
"03:12.895","Cast","Unnerving Fixation","Manifestation of Dread 8",""
"03:12.896","Cast","Unnerving Fixation","Manifestation of Dread 2",""
"03:12.896","Cast","Unnerving Fixation","Manifestation of Dread 3",""
"03:12.896","Cast","Unnerving Fixation","Manifestation of Dread 4",""
"03:13.298","Cast","Unnerving Fixation","Manifestation of Dread 5",""
"03:13.298","Cast","Unnerving Fixation","Manifestation of Dread 6",""
"03:15.979","Cast","Axegrinder","Axegrinder 2 → Horii",""
"03:16.521","Cast","Dread Bolt","Hex Lord Malacrass → Relod",""
"03:17.070","Cast","Retaliatory Malice","Spiteful Soulcoiler 1",""
"03:17.070","Cast","Spirit Shield","Spiteful Soulcoiler 1",""
"03:17.070","Begin Cast","Wail of Terror Canceled","Spiteful Soulcoiler 1",""
"03:17.071","Cast","Retaliatory Malice","Spiteful Soulcoiler 2",""
"03:17.071","Cast","Spirit Shield","Spiteful Soulcoiler 2",""
"03:17.071","Begin Cast","Wail of Terror Canceled","Spiteful Soulcoiler 2",""
"03:19.002","Cast","Axegrinder","Axegrinder 7 → Relod",""
"03:19.308","Cast","Axegrinder","Axegrinder 7 → Relod",""
"03:19.336","Cast","Wail of Terror","Spiteful Soulcoiler 1",""
"03:19.551","Cast","Gloombomb 1.99 sec","Hex Lord Malacrass",""
"03:20.187","Cast","Wail of Terror","Spiteful Soulcoiler 2",""
"03:20.189","Begin Cast","Wail of Terror Canceled","Spiteful Soulcoiler 2",""
"03:20.189","Begin Cast","Wail of Terror Canceled","Spiteful Soulcoiler 1",""
"03:20.189","Cast","Dread Bolt","Hex Lord Malacrass → Relod",""
"03:20.849","Cast","Axegrinder","Axegrinder 7 → Ponkydan",""
"03:21.665","Cast","Axegrinder","Axegrinder 7 → Ponkydan",""
"03:22.702","Cast","Axegrinder","Axegrinder 7 → Neykraufbold",""
"03:23.225","Cast","Axegrinder","Axegrinder 7 → Cringewar",""
"03:25.051","Cast","Dread Bolt","Hex Lord Malacrass → Relod",""
"03:26.503","Cast","Wail of Terror","Spiteful Soulcoiler 2",""
"03:26.587","Cast","Wail of Terror","Spiteful Soulcoiler 1",""
"03:27.064","Cast","Dread Bolt","Hex Lord Malacrass → Relod",""
"03:27.487","Begin Cast","Wail of Terror Canceled","Spiteful Soulcoiler 2",""
"03:27.487","Begin Cast","Wail of Terror Canceled","Spiteful Soulcoiler 1",""
"03:29.074","Cast","Dread Bolt","Hex Lord Malacrass → Relod",""
"03:31.090","Cast","Dread Bolt","Hex Lord Malacrass → Relod",""
"03:32.820","Cast","Wail of Terror","Spiteful Soulcoiler 2",""
"03:33.087","Cast","Dread Bolt","Hex Lord Malacrass → Relod",""
"03:33.618","Begin Cast","Wail of Terror Canceled","Spiteful Soulcoiler 2",""
"03:35.425","Cast","Wail of Terror","Spiteful Soulcoiler 1",""
"03:36.028","Begin Cast","Wail of Terror Canceled","Spiteful Soulcoiler 1",""
"03:37.533","Cast","Soul Sever 4.01 sec","Hex Lord Malacrass",""
"03:40.869","Cast","Dread Bolt","Hex Lord Malacrass → Horii",""
"03:41.355","Cast","Axegrinder","Axegrinder 10 → Robinwl",""
"03:42.463","Cast","Wail of Terror","Spiteful Soulcoiler 1",""
"03:43.321","Begin Cast","Wail of Terror Canceled","Spiteful Soulcoiler 1",""
"03:43.578","Cast","Dreadmarch 2.01 sec","Hex Lord Malacrass",""
"03:44.035","Cast","Dread Bolt","Hex Lord Malacrass → Relod",""
"03:45.567","Cast","Spiritcackle","Hex Lord Malacrass",""
"03:48.243","Cast","Unassailable","Manifestation of Dread 9",""
"03:48.554","Cast","Unassailable","Manifestation of Dread 10",""
"03:48.580","Cast","Unassailable","Manifestation of Dread 11",""
"03:48.581","Cast","Axegrinder","Axegrinder 7 → Horii",""
"03:48.754","Cast","Unassailable","Manifestation of Dread 12",""
"03:48.754","Cast","Unassailable","Manifestation of Dread 13",""
"03:49.043","Cast","Unassailable","Manifestation of Dread 14",""
"03:49.079","Cast","Unassailable","Manifestation of Dread 15",""
"03:49.261","Cast","Unassailable","Manifestation of Dread 16",""
"03:49.367","Cast","Dread Bolt","Hex Lord Malacrass → Relod",""
"03:49.394","Cast","Unnerving Fixation","Manifestation of Dread 9",""
"03:49.606","Cast","Axegrinder","Axegrinder 7 → Horii",""
"03:49.782","Cast","Unnerving Fixation","Manifestation of Dread 12",""
"03:50.066","Cast","Retaliatory Malice","Spiteful Soulcoiler 3",""
"03:50.066","Cast","Spirit Shield","Spiteful Soulcoiler 3",""
"03:50.066","Begin Cast","Wail of Terror Canceled","Spiteful Soulcoiler 3",""
"03:50.066","Cast","Retaliatory Malice","Spiteful Soulcoiler 4",""
"03:50.066","Cast","Spirit Shield","Spiteful Soulcoiler 4",""
"03:50.066","Begin Cast","Wail of Terror Canceled","Spiteful Soulcoiler 4",""
"03:50.189","Cast","Unnerving Fixation","Manifestation of Dread 11",""
"03:50.601","Cast","Unnerving Fixation","Manifestation of Dread 13",""
"03:50.601","Cast","Unnerving Fixation","Manifestation of Dread 14",""
"03:50.601","Cast","Unnerving Fixation","Manifestation of Dread 15",""
"03:50.601","Cast","Unnerving Fixation","Manifestation of Dread 16",""
"03:50.601","Cast","Unnerving Fixation","Manifestation of Dread 10",""
"03:54.229","Cast","Dread Bolt","Hex Lord Malacrass → Relod",""
"03:55.952","Cast","Wail of Terror","Spiteful Soulcoiler 3",""
"03:56.348","Cast","Wail of Terror","Spiteful Soulcoiler 4",""
"03:56.542","Cast","Gloombomb 2.01 sec","Hex Lord Malacrass",""
"03:56.651","Begin Cast","Wail of Terror Canceled","Spiteful Soulcoiler 4",""
"03:56.651","Begin Cast","Wail of Terror Canceled","Spiteful Soulcoiler 3",""
"03:56.690","Cast","Axegrinder","Axegrinder 6 → Relod",""
"03:57.858","Cast","Dread Bolt","Hex Lord Malacrass → Relod",""
"04:01.522","Cast","Dread Bolt","Hex Lord Malacrass → Relod",""
"04:03.581","Cast","Wail of Terror","Spiteful Soulcoiler 3",""
"04:03.660","Cast","Axegrinder","Axegrinder 7 → Relod",""
"04:03.955","Begin Cast","Wail of Terror Canceled","Spiteful Soulcoiler 3",""
"04:03.955","Cast","Dread Bolt","Hex Lord Malacrass → Relod",""
"04:04.226","Cast","Wail of Terror","Spiteful Soulcoiler 4",""
"04:05.185","Begin Cast","Wail of Terror Canceled","Spiteful Soulcoiler 4",""
"04:07.452","Cast","Axegrinder","Axegrinder 6 → Ponkydan",""
"04:08.552","Cast","Soul Sever 4.02 sec","Hex Lord Malacrass",""
"04:08.868","Cast","Axegrinder","Axegrinder 8 → Ewokege",""
"04:09.556","Begin Cast","Eternal Nightfall Canceled","Hex Lord Malacrass",""
"04:10.616","Cast","Wail of Terror","Spiteful Soulcoiler 3",""
"04:11.249","Begin Cast","Wail of Terror Canceled","Spiteful Soulcoiler 3",""
"04:11.614","Cast","Wail of Terror","Spiteful Soulcoiler 4",""
"04:11.744","Begin Cast","Wail of Terror Canceled","Spiteful Soulcoiler 4",""
"04:15.598","Cast","Axegrinder","Axegrinder 6 → Liebrepriest",""
"04:15.704","Cast","Axegrinder","Axegrinder 10 → Entelligans",""
"04:17.171","Cast","Axegrinder","Axegrinder 6 → Liebrepriest",""
"04:17.275","Cast","Axegrinder","Axegrinder 10 → Gladrien",""
"04:17.653","Cast","Wail of Terror","Spiteful Soulcoiler 4",""
"04:18.455","Cast","Wail of Terror","Spiteful Soulcoiler 3",""
"04:18.554","Begin Cast","Wail of Terror Canceled","Spiteful Soulcoiler 4",""
"04:18.555","Begin Cast","Wail of Terror Canceled","Spiteful Soulcoiler 3",""
"04:21.126","Cast","Axegrinder","Axegrinder 6 → Liebrepriest",""
"04:21.577","Cast","Axegrinder","Axegrinder 6 → Liebrepriest",""
"04:24.401","Cast","Axegrinder","Axegrinder 10 → Robinwl",""
"04:24.851","Cast","Axegrinder","Axegrinder 10 → Robinwl",""
"04:25.164","Cast","Wail of Terror","Spiteful Soulcoiler 4",""
"04:25.829","Begin Cast","Wail of Terror Canceled","Spiteful Soulcoiler 4",""
"04:25.893","Cast","Wail of Terror","Spiteful Soulcoiler 3",""
"04:26.216","Cast","Axegrinder","Axegrinder 7 → Horii",""
"04:27.056","Begin Cast","Wail of Terror Canceled","Spiteful Soulcoiler 3",""
"04:27.057","Cast","Dread Bolt","Hex Lord Malacrass → Relod",""
"04:28.728","Cast","Axegrinder","Axegrinder 10 → Critzeel",""
"04:29.074","Cast","Dread Bolt","Hex Lord Malacrass → Relod",""
"04:31.156","Cast","Wail of Terror","Spiteful Soulcoiler 4",""
"04:31.910","Begin Cast","Wail of Terror Canceled","Spiteful Soulcoiler 4",""
"04:32.055","Cast","Dreadmarch 2.01 sec","Hex Lord Malacrass",""
"04:33.115","Cast","Dread Bolt","Hex Lord Malacrass → Relod",""
"04:35.122","Cast","Dread Bolt","Hex Lord Malacrass → Relod",""
"04:36.704","Cast","Unassailable","Manifestation of Dread 17",""
"04:36.705","Cast","Unassailable","Manifestation of Dread 18",""
"04:36.705","Cast","Unassailable","Manifestation of Dread 19",""
"04:36.854","Cast","Unassailable","Manifestation of Dread 20",""
"04:36.855","Cast","Unassailable","Manifestation of Dread 21",""
"04:37.135","Cast","Dread Bolt","Hex Lord Malacrass → Relod",""
"04:37.185","Cast","Unassailable","Manifestation of Dread 22",""
"04:37.208","Cast","Unassailable","Manifestation of Dread 23",""
"04:37.208","Cast","Unassailable","Manifestation of Dread 24",""
"04:37.358","Cast","Unassailable","Manifestation of Dread 25",""
"04:37.358","Cast","Unassailable","Manifestation of Dread 26",""
"04:37.584","Cast","Spiritcackle","Hex Lord Malacrass",""
"04:38.028","Cast","Unnerving Fixation","Manifestation of Dread 20",""
"04:38.028","Cast","Unnerving Fixation","Manifestation of Dread 21",""
"04:38.427","Cast","Unnerving Fixation","Manifestation of Dread 23",""
"04:38.427","Cast","Unnerving Fixation","Manifestation of Dread 24",""
"04:38.427","Cast","Unnerving Fixation","Manifestation of Dread 25",""
"04:38.826","Cast","Unnerving Fixation","Manifestation of Dread 26",""
"04:38.826","Cast","Unnerving Fixation","Manifestation of Dread 17",""
"04:38.826","Cast","Unnerving Fixation","Manifestation of Dread 18",""
"04:38.826","Cast","Unnerving Fixation","Manifestation of Dread 19",""
"04:39.237","Cast","Unnerving Fixation","Manifestation of Dread 22",""
"04:42.085","Cast","Retaliatory Malice","Spiteful Soulcoiler 5",""
"04:42.085","Cast","Spirit Shield","Spiteful Soulcoiler 5",""
"04:42.085","Begin Cast","Wail of Terror Canceled","Spiteful Soulcoiler 5",""
"04:42.085","Cast","Retaliatory Malice","Spiteful Soulcoiler 6",""
"04:42.085","Cast","Spirit Shield","Spiteful Soulcoiler 6",""
"04:42.085","Begin Cast","Wail of Terror Canceled","Spiteful Soulcoiler 6",""
"04:44.513","Cast","Wail of Terror","Spiteful Soulcoiler 6",""
"04:44.569","Cast","Gloombomb 2.02 sec","Hex Lord Malacrass",""
"04:45.314","Begin Cast","Wail of Terror Canceled","Spiteful Soulcoiler 6",""
"04:45.386","Cast","Wail of Terror","Spiteful Soulcoiler 5",""
"04:46.517","Begin Cast","Wail of Terror Canceled","Spiteful Soulcoiler 5",""
"04:47.728","Cast","Dread Bolt","Hex Lord Malacrass → Relod",""
"04:50.165","Cast","Dread Bolt","Hex Lord Malacrass → Relod",""
"04:52.167","Cast","Dread Bolt","Hex Lord Malacrass → Relod",""
"04:52.432","Cast","Wail of Terror","Spiteful Soulcoiler 5",""
"04:52.581","Begin Cast","Wail of Terror Canceled","Spiteful Soulcoiler 5",""
"04:52.786","Cast","Wail of Terror","Spiteful Soulcoiler 6",""
"04:52.866","Begin Cast","Wail of Terror Canceled","Spiteful Soulcoiler 6",""
"04:54.183","Cast","Dread Bolt","Hex Lord Malacrass → Relod",""
"04:56.191","Cast","Dread Bolt","Hex Lord Malacrass → Relod",""
"04:58.194","Cast","Dread Bolt","Hex Lord Malacrass → Relod",""
"04:59.672","Cast","Wail of Terror","Spiteful Soulcoiler 5",""
"04:59.898","Begin Cast","Wail of Terror Canceled","Spiteful Soulcoiler 5",""
"05:00.756","Cast","Wail of Terror","Spiteful Soulcoiler 6",""
"05:01.093","Begin Cast","Wail of Terror Canceled","Spiteful Soulcoiler 6",""
"05:02.584","Cast","Soul Sever 4.01 sec","Hex Lord Malacrass",""
"05:05.873","Cast","Wail of Terror","Spiteful Soulcoiler 6",""
"05:05.959","Begin Cast","Wail of Terror Canceled","Spiteful Soulcoiler 6",""
"05:08.625","Cast","Dreadmarch 2.00 sec","Hex Lord Malacrass",""
"05:10.167","Cast","Dread Bolt","Hex Lord Malacrass → Relod",""
"05:10.551","Cast","Spiritcackle","Hex Lord Malacrass",""
"05:13.655","Cast","Unassailable","Manifestation of Dread 27",""
