"Time","Type","Ability","Source → Target",""
"00:17.973","Cast","Eternal Venom","Vexhul → Belran",""
"00:26.539","Cast","Stone Breaker","Ithraz → Belran",""
"00:26.539","Cast","Stone Breaker 1.51 sec","Ithraz",""
"00:29.548","Cast","Stone Breaker","Ithraz → Belran",""
"00:29.549","Cast","Stone Breaker 1.49 sec","Ithraz",""
"00:32.537","Cast","Stone Breaker","Ithraz → Wínky",""
"00:32.537","Cast","Stone Breaker","Ithraz → Belran",""
"00:32.537","Cast","Stone Breaker 1.50 sec","Ithraz",""
"00:39.675","Cast","Venomous Emergence 3.01 sec","Vexhul",""
"00:39.961","Cast","Eternal Venom","Vexhul → Wínky",""
"00:39.961","Cast","Eternal Venom","Vexhul → Szylainara",""
"00:39.961","Cast","Eternal Venom","Vexhul → Fradëlrock",""
"00:40.010","Cast","Eternal Venom","Vexhul → Squishydk",""
"00:40.029","Cast","Eternal Venom","Vexhul → Szappy",""
"00:40.029","Cast","Eternal Venom","Vexhul → Belran",""
"00:40.100","Cast","Eternal Venom","Vexhul → Melvaclap",""
"00:40.140","Cast","Eternal Venom","Vexhul → Nekroshade",""
"00:40.159","Cast","Eternal Venom","Vexhul → Tafikay",""
"00:40.159","Cast","Eternal Venom","Vexhul → Urcaguarcy",""
"00:40.174","Cast","Eternal Venom","Vexhul → Voldkai",""
"00:40.176","Cast","Eternal Venom","Vexhul → Finnyamage",""
"00:40.287","Cast","Eternal Venom","Vexhul → Mythvoker",""
"00:40.310","Cast","Eternal Venom","Vexhul → Sepya",""
"00:40.313","Cast","Eternal Venom","Vexhul → Flêtchêr",""
"00:40.341","Cast","Eternal Venom","Vexhul → Evilcait",""
"00:40.384","Cast","Eternal Venom","Vexhul → Cappuchino",""
"00:40.404","Cast","Eternal Venom","Vexhul → Aprrog",""
"00:40.405","Cast","Eternal Venom","Vexhul → Nebaforever",""
"00:40.423","Cast","Eternal Venom","Vexhul → Hellz",""
"00:40.453","Cast","Eternal Venom","Vexhul → Tunim",""
"00:40.472","Cast","Eternal Venom","Vexhul → Bonklong",""
"00:40.530","Cast","Eternal Venom","Vexhul → Lunishocks",""
"00:40.554","Cast","Eternal Venom","Vexhul → Mohaheho",""
"00:40.619","Cast","Eternal Venom","Vexhul → Fruhærværk",""
"00:45.696","Cast","Corrosive Spit 5.01 sec","Spawn of Vexhul 1 → Flêtchêr",""
"00:45.696","Cast","Eternal Venom","Spawn of Vexhul 1 → Flêtchêr",""
"00:46.694","Cast","Corrosive Spit 5.02 sec","Spawn of Vexhul 2 → Hellz",""
"00:46.718","Cast","Eternal Venom","Spawn of Vexhul 2 → Hellz",""
"00:46.719","Cast","Eternal Venom","Spawn of Vexhul 2 → Aprrog",""
"00:46.719","Cast","Eternal Venom","Spawn of Vexhul 2 → Sepya",""
"00:47.455","Cast","Coiling Ichor 3.01 sec","Ithraz",""
"00:47.685","Cast","Corrosive Spit 4.99 sec","Spawn of Vexhul 3 → Mythvoker",""
"00:47.686","Cast","Eternal Venom","Spawn of Vexhul 3 → Mythvoker",""
"00:48.685","Begin Cast","Corrosive Spit Canceled","Spawn of Vexhul 2",""
"00:49.686","Begin Cast","Corrosive Spit Canceled","Spawn of Vexhul 3",""
"00:52.258","Cast","Stir the Depths","Vexhul",""
"01:07.636","Cast","Ravenous Feast 4.27 sec","Ithraz",""
"01:08.547","Cast","Eternal Venom","Vexhul → Finnyamage",""
"01:08.547","Cast","Eternal Venom","Vexhul → Evilcait",""
"01:08.985","Cast","Eternal Venom","Vexhul → Finnyamage",""
"01:09.327","Cast","Eternal Venom","Vexhul → Finnyamage",""
"01:17.687","Cast","Caustic Deluge 1.00 sec","Vexhul → Belran",""
"01:17.688","Cast","Envenomed","Vexhul → Belran",""
"01:18.200","Cast","Envenomed","Vexhul → Belran",""
"01:18.705","Cast","Envenomed","Vexhul → Belran",""
"01:19.203","Cast","Envenomed","Vexhul → Belran",""
"01:19.698","Cast","Envenomed","Vexhul → Belran",""
"01:19.715","Cast","Caustic Deluge","Vexhul",""
"01:20.085","Cast","Caustic Deluge","Vexhul",""
"01:20.194","Cast","Envenomed","Vexhul → Belran",""
"01:20.463","Cast","Caustic Deluge","Vexhul",""
"01:20.694","Cast","Envenomed","Vexhul → Belran",""
"01:20.863","Cast","Caustic Deluge","Vexhul",""
"01:21.192","Cast","Envenomed","Vexhul → Belran",""
"01:21.192","Cast","Caustic Globule","Environment → Tafikay",""
"01:21.192","Cast","Eternal Venom","Vexhul → Tafikay",""
"01:21.233","Cast","Caustic Deluge","Vexhul",""
"01:21.326","Cast","Caustic Globule","Environment → Aprrog",""
"01:21.326","Cast","Eternal Venom","Vexhul → Aprrog",""
"01:21.649","Cast","Caustic Deluge","Vexhul",""
"01:21.700","Cast","Envenomed","Vexhul → Belran",""
"01:22.023","Cast","Caustic Deluge","Vexhul",""
"01:22.055","Cast","Caustic Globule","Environment → Lunishocks",""
"01:22.055","Cast","Eternal Venom","Vexhul → Lunishocks",""
"01:22.055","Cast","Caustic Globule","Environment → Mohaheho",""
"01:22.055","Cast","Eternal Venom","Vexhul → Mohaheho",""
"01:22.213","Cast","Envenomed","Vexhul → Belran",""
"01:22.404","Cast","Caustic Deluge","Vexhul",""
"01:22.701","Cast","Envenomed","Vexhul → Belran",""
"01:22.775","Cast","Caustic Deluge","Vexhul",""
"01:23.177","Cast","Caustic Deluge","Vexhul",""
"01:23.551","Cast","Caustic Deluge","Vexhul",""
"01:23.601","Cast","Caustic Globule","Environment → Flêtchêr",""
"01:23.601","Cast","Eternal Venom","Vexhul → Flêtchêr",""
"01:23.878","Cast","Caustic Globule","Environment → Szappy",""
"01:23.878","Cast","Eternal Venom","Vexhul → Szappy",""
"01:23.992","Cast","Caustic Deluge","Vexhul",""
"01:24.360","Cast","Caustic Deluge","Vexhul",""
"01:25.036","Cast","Caustic Globule","Environment → Voldkai",""
"01:25.036","Cast","Eternal Venom","Vexhul → Voldkai",""
"01:25.036","Cast","Caustic Globule","Environment → Cappuchino",""
"01:25.036","Cast","Eternal Venom","Vexhul → Cappuchino",""
"01:25.318","Cast","Caustic Globule","Environment → Tunim",""
"01:25.318","Cast","Eternal Venom","Vexhul → Tunim",""
"01:25.745","Cast","Caustic Globule","Environment → Hellz",""
"01:25.745","Cast","Eternal Venom","Vexhul → Hellz",""
"01:25.853","Cast","Eternal Venom","Vexhul → Squishydk",""
"01:26.176","Cast","Caustic Globule","Environment → Nekroshade",""
"01:26.176","Cast","Eternal Venom","Vexhul → Nekroshade",""
"01:27.059","Cast","Caustic Globule","Environment → Finnyamage",""
"01:27.059","Cast","Eternal Venom","Vexhul → Finnyamage",""
"01:27.415","Cast","Caustic Globule","Environment → Nekroshade",""
"01:27.415","Cast","Eternal Venom","Vexhul → Nekroshade",""
"01:34.300","Cast","Stone Breaker","Ithraz → Szappy",""
"01:34.300","Cast","Stone Breaker 1.51 sec","Ithraz",""
"01:34.411","Cast","Eternal Venom","Vexhul → Aprrog",""
"01:37.233","Cast","Eternal Venom","Vexhul → Aprrog",""
"01:37.295","Cast","Stone Breaker","Ithraz → Szappy",""
"01:37.295","Cast","Stone Breaker 1.50 sec","Ithraz",""
"01:38.998","Cast","Eternal Venom","Vexhul → Melvaclap",""
"01:40.303","Cast","Stone Breaker","Ithraz → Szappy",""
"01:40.304","Cast","Stone Breaker 1.49 sec","Ithraz",""
"01:47.489","Cast","Venomous Emergence 3.01 sec","Vexhul",""
"01:47.758","Cast","Eternal Venom","Vexhul → Fradëlrock",""
"01:47.815","Cast","Eternal Venom","Vexhul → Szappy",""
"01:47.930","Cast","Eternal Venom","Vexhul → Belran",""
"01:47.930","Cast","Eternal Venom","Vexhul → Squishydk",""
"01:47.953","Cast","Eternal Venom","Vexhul → Nekroshade",""
"01:47.971","Cast","Eternal Venom","Vexhul → Voldkai",""
"01:47.971","Cast","Eternal Venom","Vexhul → Melvaclap",""
"01:48.094","Cast","Eternal Venom","Vexhul → Mythvoker",""
"01:48.140","Cast","Eternal Venom","Vexhul → Urcaguarcy",""
"01:48.155","Cast","Eternal Venom","Vexhul → Sepya",""
"01:48.170","Cast","Eternal Venom","Vexhul → Cappuchino",""
"01:48.187","Cast","Eternal Venom","Vexhul → Flêtchêr",""
"01:48.201","Cast","Eternal Venom","Vexhul → Tafikay",""
"01:48.201","Cast","Eternal Venom","Vexhul → Finnyamage",""
"01:48.228","Cast","Eternal Venom","Vexhul → Evilcait",""
"01:48.247","Cast","Eternal Venom","Vexhul → Nebaforever",""
"01:48.248","Cast","Eternal Venom","Vexhul → Hellz",""
"01:48.306","Cast","Eternal Venom","Vexhul → Bonklong",""
"01:48.306","Cast","Eternal Venom","Vexhul → Aprrog",""
"01:48.362","Cast","Eternal Venom","Vexhul → Tunim",""
"01:48.362","Cast","Eternal Venom","Vexhul → Mohaheho",""
"01:48.430","Cast","Eternal Venom","Vexhul → Lunishocks",""
"01:48.539","Cast","Eternal Venom","Vexhul → Fruhærværk",""
"01:53.100","Cast","Eternal Venom","Vexhul → Squishydk",""
"01:53.511","Cast","Corrosive Spit 5.02 sec","Spawn of Vexhul 4 → Finnyamage",""
"01:53.513","Cast","Eternal Venom","Spawn of Vexhul 4 → Finnyamage",""
"01:54.507","Cast","Corrosive Spit 5.00 sec","Spawn of Vexhul 5 → Bonklong",""
"01:54.536","Cast","Eternal Venom","Spawn of Vexhul 5 → Bonklong",""
"01:55.254","Cast","Coiling Ichor 3.01 sec","Ithraz",""
"01:55.498","Cast","Corrosive Spit 4.99 sec","Spawn of Vexhul 6 → Tunim",""
"01:55.509","Cast","Eternal Venom","Spawn of Vexhul 6 → Tunim",""
"01:56.510","Begin Cast","Corrosive Spit Canceled","Spawn of Vexhul 5",""
"02:00.042","Cast","Stir the Depths","Vexhul",""
"02:02.507","Cast","Corrosive Spit 5.01 sec","Spawn of Vexhul 6 → Cappuchino",""
"02:02.537","Cast","Eternal Venom","Spawn of Vexhul 6 → Cappuchino",""
"02:15.389","Cast","Ravenous Feast 4.26 sec","Ithraz",""
"02:16.285","Cast","Eternal Venom","Vexhul → Urcaguarcy",""
"02:16.386","Cast","Eternal Venom","Vexhul → Evilcait",""
"02:29.613","Cast","Eternal Venom","Vexhul → Melvaclap",""
"02:29.812","Cast","Eternal Venom","Vexhul → Szappy",""
"02:30.495","Cast","Sanguine Storm","Ithraz",""
"02:34.505","Cast","Vile Flood 3.98 sec","Vexhul → Surge 1",""
"02:35.987","Cast","Eternal Venom","Vexhul → Cappuchino",""
"02:59.431","Cast","Caustic Deluge 1.00 sec","Vexhul → Szappy",""
"02:59.433","Cast","Envenomed","Vexhul → Szappy",""
"02:59.938","Cast","Envenomed","Vexhul → Szappy",""
"03:00.445","Cast","Envenomed","Vexhul → Szappy",""
"03:00.947","Cast","Envenomed","Vexhul → Szappy",""
"03:01.442","Cast","Caustic Deluge","Vexhul",""
"03:01.442","Cast","Envenomed","Vexhul → Szappy",""
"03:01.826","Cast","Caustic Deluge","Vexhul",""
"03:01.939","Cast","Envenomed","Vexhul → Szappy",""
"03:02.215","Cast","Caustic Deluge","Vexhul",""
"03:02.435","Cast","Envenomed","Vexhul → Szappy",""
"03:02.591","Cast","Caustic Deluge","Vexhul",""
"03:02.833","Cast","Caustic Globule","Environment → Hellz",""
"03:02.833","Cast","Eternal Venom","Vexhul → Hellz",""
"03:02.953","Cast","Envenomed","Vexhul → Szappy",""
"03:03.001","Cast","Caustic Deluge","Vexhul",""
"03:03.126","Cast","Caustic Globule","Environment → Mohaheho",""
"03:03.127","Cast","Eternal Venom","Vexhul → Mohaheho",""
"03:03.223","Cast","Caustic Globule","Environment → Tafikay",""
"03:03.223","Cast","Eternal Venom","Vexhul → Tafikay",""
"03:03.361","Cast","Caustic Deluge","Vexhul",""
"03:03.430","Cast","Envenomed","Vexhul → Szappy",""
"03:03.530","Cast","Caustic Globule","Environment → Mythvoker",""
"03:03.530","Cast","Eternal Venom","Vexhul → Mythvoker",""
"03:03.748","Cast","Caustic Deluge","Vexhul",""
"03:03.934","Cast","Envenomed","Vexhul → Szappy",""
"03:04.154","Cast","Caustic Deluge","Vexhul",""
"03:04.266","Cast","Caustic Globule","Environment → Nekroshade",""
"03:04.266","Cast","Eternal Venom","Vexhul → Nekroshade",""
"03:04.266","Cast","Caustic Globule","Environment → Melvaclap",""
"03:04.266","Cast","Eternal Venom","Vexhul → Melvaclap",""
"03:04.433","Cast","Envenomed","Vexhul → Szappy",""
"03:04.520","Cast","Caustic Deluge","Vexhul",""
"03:04.900","Cast","Caustic Deluge","Vexhul",""
"03:05.340","Cast","Caustic Deluge","Vexhul",""
"03:05.655","Cast","Caustic Globule","Environment → Cappuchino",""
"03:05.655","Cast","Eternal Venom","Vexhul → Cappuchino",""
"03:05.684","Cast","Caustic Deluge","Vexhul",""
"03:05.862","Cast","Caustic Globule","Environment → Tafikay",""
"03:05.862","Cast","Eternal Venom","Vexhul → Tafikay",""
"03:06.075","Cast","Caustic Deluge","Vexhul",""
"03:06.638","Cast","Caustic Globule","Environment → Belran",""
"03:06.638","Cast","Eternal Venom","Vexhul → Belran",""
"03:06.638","Cast","Caustic Globule","Environment → Szappy",""
"03:06.638","Cast","Eternal Venom","Vexhul → Szappy",""
"03:07.159","Cast","Caustic Globule","Environment → Nekroshade",""
"03:07.159","Cast","Eternal Venom","Vexhul → Nekroshade",""
"03:08.225","Cast","Caustic Globule","Environment → Belran",""
"03:08.225","Cast","Eternal Venom","Vexhul → Belran",""
"03:08.872","Cast","Caustic Globule","Environment → Mythvoker",""
"03:08.872","Cast","Eternal Venom","Vexhul → Mythvoker",""
"03:16.058","Cast","Stone Breaker","Ithraz → Belran",""
"03:16.058","Cast","Stone Breaker 1.51 sec","Ithraz",""
"03:19.049","Cast","Stone Breaker","Ithraz → Belran",""
"03:19.049","Cast","Stone Breaker 1.52 sec","Ithraz",""
"03:22.034","Cast","Stone Breaker","Ithraz → Belran",""
"03:22.034","Cast","Stone Breaker 1.51 sec","Ithraz",""
"03:29.216","Cast","Venomous Emergence 2.98 sec","Vexhul",""
"03:29.571","Cast","Eternal Venom","Vexhul → Belran",""
"03:29.607","Cast","Eternal Venom","Vexhul → Szappy",""
"03:29.660","Cast","Eternal Venom","Vexhul → Melvaclap",""
"03:29.686","Cast","Eternal Venom","Vexhul → Voldkai",""
"03:29.772","Cast","Eternal Venom","Vexhul → Finnyamage",""
"03:29.788","Cast","Eternal Venom","Vexhul → Hellz",""
"03:29.788","Cast","Eternal Venom","Vexhul → Nekroshade",""
"03:29.819","Cast","Eternal Venom","Vexhul → Sepya",""
"03:29.834","Cast","Eternal Venom","Vexhul → Squishydk",""
"03:29.834","Cast","Eternal Venom","Vexhul → Mohaheho",""
"03:29.855","Cast","Eternal Venom","Vexhul → Lunishocks",""
"03:29.876","Cast","Eternal Venom","Vexhul → Evilcait",""
"03:29.917","Cast","Eternal Venom","Vexhul → Tafikay",""
"03:29.939","Cast","Eternal Venom","Vexhul → Tunim",""
"03:29.982","Cast","Eternal Venom","Vexhul → Nebaforever",""
"03:29.982","Cast","Eternal Venom","Vexhul → Flêtchêr",""
"03:29.982","Cast","Eternal Venom","Vexhul → Urcaguarcy",""
"03:29.984","Cast","Eternal Venom","Vexhul → Cappuchino",""
"03:30.084","Cast","Eternal Venom","Vexhul → Aprrog",""
"03:30.126","Cast","Eternal Venom","Vexhul → Bonklong",""
"03:30.230","Cast","Eternal Venom","Vexhul → Mythvoker",""
"03:31.224","Begin Cast","Corrosive Spit Canceled","Spawn of Vexhul 8",""
"03:35.232","Cast","Corrosive Spit 5.00 sec","Spawn of Vexhul 7 → Urcaguarcy",""
"03:35.263","Cast","Eternal Venom","Spawn of Vexhul 7 → Mythvoker",""
"03:35.263","Cast","Eternal Venom","Spawn of Vexhul 7 → Urcaguarcy",""
"03:36.983","Cast","Coiling Ichor 3.00 sec","Ithraz",""
"03:37.225","Begin Cast","Corrosive Spit Canceled","Spawn of Vexhul 7",""
"03:37.256","Cast","Corrosive Spit 5.02 sec","Spawn of Vexhul 9 → Cappuchino",""
"03:37.258","Cast","Eternal Venom","Spawn of Vexhul 9 → Cappuchino",""
"03:41.787","Cast","Stir the Depths","Vexhul",""
"03:57.133","Cast","Ravenous Feast 4.29 sec","Ithraz",""
"03:58.105","Cast","Eternal Venom","Vexhul → Evilcait",""
"04:07.174","Cast","Caustic Deluge 0.99 sec","Vexhul → Belran",""
"04:07.186","Cast","Envenomed","Vexhul → Belran",""
"04:07.705","Cast","Envenomed","Vexhul → Belran",""
"04:08.185","Cast","Envenomed","Vexhul → Belran",""
"04:08.691","Cast","Envenomed","Vexhul → Belran",""
"04:09.189","Cast","Envenomed","Vexhul → Belran",""
"04:09.204","Cast","Caustic Deluge","Vexhul",""
"04:09.574","Cast","Caustic Deluge","Vexhul",""
"04:09.696","Cast","Envenomed","Vexhul → Belran",""
"04:09.976","Cast","Caustic Deluge","Vexhul",""
"04:10.097","Cast","Caustic Globule","Environment → Lunishocks",""
"04:10.097","Cast","Eternal Venom","Vexhul → Lunishocks",""
"04:10.200","Cast","Envenomed","Vexhul → Belran",""
"04:10.360","Cast","Caustic Deluge","Vexhul",""
"04:10.681","Cast","Envenomed","Vexhul → Belran",""
"04:10.724","Cast","Caustic Deluge","Vexhul",""
"04:11.122","Cast","Caustic Deluge","Vexhul",""
"04:11.176","Cast","Envenomed","Vexhul → Belran",""
"04:11.223","Cast","Caustic Globule","Environment → Tafikay",""
"04:11.223","Cast","Eternal Venom","Vexhul → Tafikay",""
"04:11.244","Cast","Caustic Globule","Environment → Flêtchêr",""
"04:11.244","Cast","Eternal Venom","Vexhul → Flêtchêr",""
"04:11.560","Cast","Caustic Deluge","Vexhul",""
"04:11.687","Cast","Envenomed","Vexhul → Belran",""
"04:11.878","Cast","Caustic Deluge","Vexhul",""
"04:12.216","Cast","Envenomed","Vexhul → Belran",""
"04:12.270","Cast","Caustic Deluge","Vexhul",""
"04:12.300","Cast","Caustic Globule","Environment → Voldkai",""
"04:12.300","Cast","Eternal Venom","Vexhul → Voldkai",""
"04:12.578","Cast","Caustic Globule","Environment → Flêtchêr",""
"04:12.578","Cast","Eternal Venom","Vexhul → Flêtchêr",""
"04:12.648","Cast","Caustic Deluge","Vexhul",""
"04:12.740","Cast","Caustic Globule","Environment → Tafikay",""
"04:12.740","Cast","Eternal Venom","Vexhul → Tafikay",""
"04:12.932","Cast","Caustic Globule","Environment → Szappy",""
"04:12.932","Cast","Eternal Venom","Vexhul → Szappy",""
"04:13.035","Cast","Caustic Deluge","Vexhul",""
"04:13.416","Cast","Caustic Deluge","Vexhul",""
"04:13.645","Cast","Caustic Globule","Environment → Lunishocks",""
"04:13.645","Cast","Eternal Venom","Vexhul → Lunishocks",""
"04:13.819","Cast","Caustic Deluge","Vexhul",""
"04:14.501","Cast","Caustic Globule","Environment → Mohaheho",""
"04:14.501","Cast","Eternal Venom","Vexhul → Mohaheho",""
"04:15.079","Cast","Caustic Globule","Environment → Hellz",""
"04:15.079","Cast","Eternal Venom","Vexhul → Hellz",""
"04:15.766","Cast","Caustic Globule","Environment → Voldkai",""
"04:15.766","Cast","Eternal Venom","Vexhul → Voldkai",""
"04:16.015","Cast","Caustic Globule","Environment → Mohaheho",""
"04:16.015","Cast","Eternal Venom","Vexhul → Mohaheho",""
"04:16.040","Cast","Caustic Globule","Environment → Tunim",""
"04:16.040","Cast","Eternal Venom","Vexhul → Tunim",""
"04:23.806","Cast","Stone Breaker","Ithraz → Szappy",""
"04:23.806","Cast","Stone Breaker 1.50 sec","Ithraz",""
"04:26.809","Cast","Stone Breaker","Ithraz → Szappy",""
"04:26.809","Cast","Stone Breaker 1.51 sec","Ithraz",""
"04:29.800","Cast","Stone Breaker","Ithraz → Szappy",""
"04:29.800","Cast","Stone Breaker 1.50 sec","Ithraz",""
"04:36.971","Cast","Venomous Emergence 3.00 sec","Vexhul",""
"04:37.322","Cast","Eternal Venom","Vexhul → Voldkai",""
"04:37.371","Cast","Eternal Venom","Vexhul → Szappy",""
"04:37.399","Cast","Eternal Venom","Vexhul → Belran",""
"04:37.413","Cast","Eternal Venom","Vexhul → Melvaclap",""
"04:37.524","Cast","Eternal Venom","Vexhul → Nekroshade",""
"04:37.550","Cast","Eternal Venom","Vexhul → Finnyamage",""
"04:37.584","Cast","Eternal Venom","Vexhul → Urcaguarcy",""
"04:37.683","Cast","Eternal Venom","Vexhul → Sepya",""
"04:37.696","Cast","Eternal Venom","Vexhul → Hellz",""
"04:37.710","Cast","Eternal Venom","Vexhul → Evilcait",""
"04:37.724","Cast","Eternal Venom","Vexhul → Tafikay",""
"04:37.738","Cast","Eternal Venom","Vexhul → Mohaheho",""
"04:37.738","Cast","Eternal Venom","Vexhul → Tunim",""
"04:37.765","Cast","Eternal Venom","Vexhul → Aprrog",""
"04:37.765","Cast","Eternal Venom","Vexhul → Nebaforever",""
"04:37.823","Cast","Eternal Venom","Vexhul → Bonklong",""
"04:37.840","Cast","Eternal Venom","Vexhul → Lunishocks",""
"04:37.840","Cast","Eternal Venom","Vexhul → Cappuchino",""
"04:37.870","Cast","Eternal Venom","Vexhul → Flêtchêr",""
"04:37.930","Cast","Eternal Venom","Vexhul → Mythvoker",""
"04:39.978","Cast","Eternal Venom","Vexhul → Hellz",""
"04:41.541","Cast","Eternal Venom","Vexhul → Finnyamage",""
"04:41.934","Cast","Eternal Venom","Vexhul → Finnyamage",""
"04:42.985","Cast","Corrosive Spit 5.02 sec","Spawn of Vexhul 10 → Tafikay",""
"04:43.010","Cast","Eternal Venom","Spawn of Vexhul 10 → Tafikay",""
"04:43.979","Cast","Corrosive Spit 5.00 sec","Spawn of Vexhul 11 → Bonklong",""
"04:43.992","Cast","Eternal Venom","Spawn of Vexhul 11 → Bonklong",""
"04:44.764","Cast","Coiling Ichor 3.02 sec","Ithraz",""
"04:44.976","Begin Cast","Corrosive Spit Canceled","Spawn of Vexhul 10",""
"04:44.976","Cast","Corrosive Spit 5.02 sec","Spawn of Vexhul 12 → Lunishocks",""
"04:44.990","Cast","Eternal Venom","Spawn of Vexhul 12 → Lunishocks",""
"04:49.558","Cast","Stir the Depths","Vexhul",""
"04:51.990","Cast","Corrosive Spit 5.01 sec","Spawn of Vexhul 12 → Tunim",""
"04:51.991","Cast","Eternal Venom","Spawn of Vexhul 12 → Tunim",""
"05:04.901","Cast","Ravenous Feast 4.26 sec","Ithraz",""
"05:05.605","Cast","Eternal Venom","Vexhul → Urcaguarcy",""
"05:05.758","Cast","Eternal Venom","Vexhul → Nekroshade",""
"05:17.614","Cast","Eternal Venom","Vexhul → Nekroshade",""
"05:17.997","Cast","Eternal Venom","Vexhul → Mohaheho",""
"05:19.944","Cast","Sanguine Storm","Ithraz",""
"05:23.957","Cast","Vile Flood 4.01 sec","Vexhul → Surge 2",""
"05:30.501","Cast","Eternal Venom","Vexhul → Cappuchino",""
"05:31.094","Cast","Eternal Venom","Vexhul → Cappuchino",""
"05:32.578","Cast","Eternal Venom","Vexhul → Finnyamage",""
"05:34.573","Cast","Eternal Venom","Vexhul → Sepya",""
"05:37.802","Cast","Eternal Venom","Vexhul → Evilcait",""
"05:48.873","Cast","Caustic Deluge 1.01 sec","Vexhul → Szappy",""
"05:48.873","Cast","Envenomed","Vexhul → Szappy",""
"05:49.374","Cast","Envenomed","Vexhul → Szappy",""
"05:49.882","Cast","Envenomed","Vexhul → Szappy",""
"05:50.377","Cast","Envenomed","Vexhul → Szappy",""
"05:50.885","Cast","Caustic Deluge","Vexhul",""
"05:50.886","Cast","Envenomed","Vexhul → Szappy",""
"05:51.283","Cast","Caustic Deluge","Vexhul",""
"05:51.387","Cast","Envenomed","Vexhul → Szappy",""
"05:51.644","Cast","Caustic Deluge","Vexhul",""
"05:51.908","Cast","Envenomed","Vexhul → Szappy",""
"05:52.054","Cast","Caustic Deluge","Vexhul",""
"05:52.203","Cast","Caustic Globule","Environment → Lunishocks",""
"05:52.203","Cast","Eternal Venom","Vexhul → Lunishocks",""
"05:52.391","Cast","Envenomed","Vexhul → Szappy",""
"05:52.442","Cast","Caustic Deluge","Vexhul",""
"05:52.818","Cast","Caustic Deluge","Vexhul",""
"05:52.895","Cast","Envenomed","Vexhul → Szappy",""
"05:53.190","Cast","Caustic Globule","Environment → Bonklong",""
"05:53.190","Cast","Eternal Venom","Vexhul → Bonklong",""
"05:53.191","Cast","Caustic Deluge","Vexhul",""
"05:53.378","Cast","Envenomed","Vexhul → Szappy",""
"05:53.578","Cast","Caustic Deluge","Vexhul",""
"05:53.886","Cast","Envenomed","Vexhul → Szappy",""
"05:53.974","Cast","Caustic Deluge","Vexhul",""
"05:54.349","Cast","Caustic Deluge","Vexhul",""
