"Time","Type","Ability","Source → Target",""
"02:13.392","Cast","Anti-Magic Zone","Environment → Rngurog",""
"02:13.392","Cast","Anti-Magic Zone","Environment → Ivazdrei",""
"02:13.392","Cast","Anti-Magic Zone","Environment → Hoew",""
"02:13.478","Cast","Anti-Magic Zone","Environment → Quacks",""
"02:13.582","Cast","Anti-Magic Zone","Environment → Alsojaypain",""
"02:13.582","Cast","Anti-Magic Zone","Environment → Bababooie",""
"02:13.684","Cast","Anti-Magic Zone","Environment → Domiliana",""
"02:13.818","Cast","Anti-Magic Zone","Environment → Caldruid",""
"02:14.010","Cast","Anti-Magic Zone","Environment → Dynamites",""
"02:14.372","Cast","Anti-Magic Zone","Environment → Drgateway",""
"02:14.407","Cast","Anti-Magic Zone","Environment → Seacerw",""
"02:14.706","Cast","Anti-Magic Zone","Environment → Cappe",""
"02:15.219","Cast","Anti-Magic Zone","Environment → Fanalol",""
"02:15.362","Cast","Anti-Magic Zone","Environment → Cursedbreak",""
"02:26.684","Cast","Ravage","Sszorak → Caldruid",""
"02:26.684","Cast","Ravage 3.01 sec","Sszorak",""
"02:31.178","Cast","Tempest 3.50 sec","Sszorak",""
"02:35.175","Cast","Mutilate","Sszorak → Caldruid",""
"02:35.175","Cast","Mutilate 3.01 sec","Sszorak",""
"02:39.179","Cast","Ravage","Sszorak → Haslodk",""
"02:39.179","Cast","Ravage 3.01 sec","Sszorak",""
"02:43.187","Cast","Mutilate","Sszorak → Haslodk",""
"02:43.187","Cast","Mutilate 3.00 sec","Sszorak",""
"02:50.331","Cast","Venomous Surge","Sszorak",""
"03:01.434","Cast","Raging Crosswinds","Environment",""
"03:02.203","Cast","Raging Crosswinds","Sszorak → Domiliana",""
"03:02.203","Cast","Raging Crosswinds","Sszorak → Nërgûl",""
"03:02.294","Cast","Raging Crosswinds","Sszorak → Lonelyshadow",""
"03:02.295","Cast","Raging Crosswinds","Sszorak → Quacks",""
"03:02.409","Cast","Raging Crosswinds","Sszorak → Jsn",""
"03:02.409","Cast","Raging Crosswinds","Sszorak → Turtlehunt",""
"03:02.499","Cast","Raging Crosswinds","Sszorak → Seacerw",""
"03:02.499","Cast","Raging Crosswinds","Sszorak → Itherius",""
"03:02.616","Cast","Raging Crosswinds","Sszorak → Bababooie",""
"03:02.616","Cast","Raging Crosswinds","Sszorak → Jozka",""
"03:18.896","Cast","Mutilate","Sszorak → Caldruid",""
"03:18.896","Cast","Mutilate 3.02 sec","Sszorak",""
"03:23.398","Cast","Tempest 3.51 sec","Sszorak",""
"03:27.392","Cast","Ravage","Sszorak → Caldruid",""
"03:27.393","Cast","Ravage 2.99 sec","Sszorak",""
"03:31.416","Cast","Ravage","Sszorak → Caldruid",""
"03:31.417","Cast","Ravage 3.01 sec","Sszorak",""
"03:35.392","Cast","Mutilate","Sszorak → Caldruid",""
"03:35.392","Cast","Mutilate 3.01 sec","Sszorak",""
"03:42.590","Cast","Venomous Surge","Sszorak",""
"03:53.648","Cast","Raging Crosswinds","Environment",""
"03:54.428","Cast","Raging Crosswinds","Sszorak → Ivazdrei",""
"03:54.428","Cast","Raging Crosswinds","Sszorak → Dynamites",""
"03:54.533","Cast","Raging Crosswinds","Sszorak → Sotaxdk",""
"03:54.533","Cast","Raging Crosswinds","Sszorak → Alsojaypain",""
"03:54.639","Cast","Raging Crosswinds","Sszorak → Sulullu",""
"03:54.639","Cast","Raging Crosswinds","Sszorak → Hoew",""
"03:54.715","Cast","Raging Crosswinds","Sszorak → Vxh",""
"03:54.715","Cast","Raging Crosswinds","Sszorak → Ilymage",""
"03:54.809","Cast","Raging Crosswinds","Sszorak → Zyzzgiraffe",""
"03:54.810","Cast","Raging Crosswinds","Sszorak → Glasricotta",""
"04:09.274","Cast","Dig In","Sszorak",""
