"Time","Type","Ability","Source → Target",""
"00:54.419","Cast","Cosmic Shards","Cosmic Simulacrum 7",""
"00:54.419","Cast","Cosmic Residue","Cosmic Simulacrum 7",""
"00:54.521","Cast","Cosmic Shards","Cosmic Simulacrum 6",""
"00:54.521","Cast","Cosmic Residue","Cosmic Simulacrum 6",""
"00:54.521","Cast","Cosmic Shards","Cosmic Simulacrum 2",""
"00:54.522","Cast","Cosmic Residue","Cosmic Simulacrum 2",""
"00:54.614","Cast","Cosmic Shards","Cosmic Simulacrum 4",""
"00:54.614","Cast","Cosmic Residue","Cosmic Simulacrum 4",""
"00:54.665","Cast","Cosmic Shards","Cosmic Simulacrum 3",""
"00:54.665","Cast","Cosmic Residue","Cosmic Simulacrum 3",""
"00:57.179","Begin Cast","Expose 1.08 sec","Sikran",""
"00:58.262","Cast","Expose 1.08 sec","Sikran → Dietsploosh",""
"00:58.454","Begin Cast","Expose 1.00 sec","Sikran",""
"00:59.457","Cast","Expose 1.00 sec","Sikran → Dietsploosh",""
"00:59.716","Begin Cast","Phase Lunge 1.50 sec","Sikran",""
"01:01.215","Cast","Phase Lunge 1.50 sec","Sikran → Dietsploosh",""
"01:03.309","Begin Cast","Rain of Arrows 2.00 sec","Sikran",""
"01:05.307","Cast","Rain of Arrows 2.00 sec","Sikran",""
"01:08.168","Cast","Phase Blades","Sikran",""
"01:12.662","Begin Cast","Phase Blades 1.52 sec","Sikran",""
"01:14.179","Cast","Phase Blades 1.52 sec","Sikran",""
"01:14.206","Cast","Cosmic Simulacrum","Cosmic Simulacrum 9",""
"01:14.460","Cast","Cosmic Simulacrum","Cosmic Simulacrum 10",""
"01:14.797","Cast","Cosmic Simulacrum","Cosmic Simulacrum 11",""
"01:15.091","Cast","Cosmic Simulacrum","Cosmic Simulacrum 12",""
"01:15.092","Cast","Cosmic Shards","Cosmic Simulacrum 10",""
"01:15.092","Cast","Cosmic Residue","Cosmic Simulacrum 10",""
"01:15.093","Cast","Cosmic Shards","Cosmic Simulacrum 12",""
"01:15.093","Cast","Cosmic Residue","Cosmic Simulacrum 12",""
"01:18.294","Begin Cast","Decimate 2.01 sec","Sikran",""
"01:20.306","Cast","Decimate 2.01 sec","Sikran",""
"01:20.472","Cast","Cosmic Shards","Cosmic Simulacrum 9",""
"01:20.472","Cast","Cosmic Residue","Cosmic Simulacrum 9",""
"01:20.818","Cast","Cosmic Shards","Cosmic Simulacrum 1",""
"01:20.834","Cast","Cosmic Residue","Cosmic Simulacrum 1",""
"01:22.761","Begin Cast","Expose 1.01 sec","Sikran",""
"01:23.767","Cast","Expose 1.01 sec","Sikran → Abwasive",""
"01:24.027","Begin Cast","Expose 1.00 sec","Sikran",""
"01:25.025","Cast","Expose 1.00 sec","Sikran → Abwasive",""
"01:25.302","Begin Cast","Phase Lunge 1.51 sec","Sikran",""
"01:26.810","Cast","Phase Lunge 1.51 sec","Sikran → Abwasive",""
"01:30.062","Begin Cast","Shattering Sweep 5.01 sec","Sikran",""
"01:35.073","Cast","Shattering Sweep 5.01 sec","Sikran",""
"01:35.346","Cast","Cosmic Shards","Cosmic Simulacrum 11",""
"01:35.347","Cast","Cosmic Residue","Cosmic Simulacrum 11",""
"01:42.215","Begin Cast","Expose 1.00 sec","Sikran",""
"01:43.213","Cast","Expose 1.00 sec","Sikran → Dietsploosh",""
"01:43.478","Begin Cast","Expose 1.00 sec","Sikran",""
"01:44.480","Cast","Expose 1.00 sec","Sikran → Dietsploosh",""
"01:44.745","Begin Cast","Phase Lunge 1.50 sec","Sikran",""
"01:46.245","Cast","Phase Lunge 1.50 sec","Sikran → Abwasive",""
"01:49.515","Begin Cast","Rain of Arrows 2.02 sec","Sikran",""
"01:51.530","Cast","Rain of Arrows 2.02 sec","Sikran",""
"01:51.767","Cast","Phase Blades","Sikran",""
"01:56.275","Begin Cast","Phase Blades 1.50 sec","Sikran",""
"01:57.780","Cast","Phase Blades 1.50 sec","Sikran",""
"01:57.795","Cast","Cosmic Simulacrum","Cosmic Simulacrum 13",""
"01:58.127","Cast","Cosmic Simulacrum","Cosmic Simulacrum 14",""
"01:58.429","Cast","Cosmic Simulacrum","Cosmic Simulacrum 15",""
"01:58.790","Cast","Cosmic Simulacrum","Cosmic Simulacrum 16",""
"02:08.968","Begin Cast","Expose 1.02 sec","Sikran",""
"02:09.984","Cast","Expose 1.02 sec","Sikran → Abwasive",""
"02:10.238","Begin Cast","Expose 1.01 sec","Sikran",""
"02:11.246","Cast","Expose 1.01 sec","Sikran → Abwasive",""
"02:11.505","Begin Cast","Phase Lunge 1.49 sec","Sikran",""
"02:12.996","Cast","Phase Lunge 1.49 sec","Sikran → Abwasive",""
"02:17.520","Begin Cast","Rain of Arrows 2.00 sec","Sikran",""
"02:19.518","Cast","Rain of Arrows 2.00 sec","Sikran",""
"02:19.763","Cast","Phase Blades","Sikran",""
"02:24.283","Begin Cast","Phase Blades 1.51 sec","Sikran",""
"02:25.795","Cast","Phase Blades 1.51 sec","Sikran",""
"02:25.796","Cast","Cosmic Simulacrum","Cosmic Simulacrum 17",""
"02:26.151","Cast","Cosmic Simulacrum","Cosmic Simulacrum 18",""
"02:26.467","Cast","Cosmic Simulacrum","Cosmic Simulacrum 19",""
"02:26.787","Cast","Cosmic Simulacrum","Cosmic Simulacrum 20",""
"02:29.966","Begin Cast","Decimate 2.01 sec","Sikran",""
"02:31.974","Cast","Decimate 2.01 sec","Sikran",""
"02:32.181","Cast","Cosmic Shards","Cosmic Simulacrum 19",""
"02:32.182","Cast","Cosmic Residue","Cosmic Simulacrum 19",""
"02:32.215","Cast","Cosmic Shards","Cosmic Simulacrum 17",""
"02:32.215","Cast","Cosmic Residue","Cosmic Simulacrum 17",""
"02:32.246","Cast","Cosmic Shards","Cosmic Simulacrum 18",""
"02:32.247","Cast","Cosmic Residue","Cosmic Simulacrum 18",""
"02:32.278","Cast","Cosmic Shards","Cosmic Simulacrum 16",""
"02:32.279","Cast","Cosmic Residue","Cosmic Simulacrum 16",""
"02:32.335","Cast","Cosmic Shards","Cosmic Simulacrum 14",""
"02:32.335","Cast","Cosmic Residue","Cosmic Simulacrum 14",""
"02:32.364","Cast","Cosmic Shards","Cosmic Simulacrum 15",""
"02:32.364","Cast","Cosmic Residue","Cosmic Simulacrum 15",""
"02:32.440","Cast","Cosmic Shards","Cosmic Simulacrum 13",""
"02:32.441","Cast","Cosmic Residue","Cosmic Simulacrum 13",""
"02:35.797","Begin Cast","Expose 1.00 sec","Sikran",""
"02:36.794","Cast","Expose 1.00 sec","Sikran → Dietsploosh",""
"02:37.054","Begin Cast","Expose 1.00 sec","Sikran",""
"02:38.050","Cast","Expose 1.00 sec","Sikran → Dietsploosh",""
"02:38.314","Begin Cast","Phase Lunge 1.50 sec","Sikran",""
"02:39.815","Cast","Phase Lunge 1.50 sec","Sikran → Dietsploosh",""
"02:45.555","Begin Cast","Rain of Arrows 2.01 sec","Sikran",""
"02:47.564","Cast","Rain of Arrows 2.01 sec","Sikran",""
"02:47.831","Cast","Phase Blades","Sikran",""
"02:52.346","Begin Cast","Phase Blades 1.50 sec","Sikran",""
"02:53.851","Cast","Phase Blades 1.50 sec","Sikran",""
"02:53.864","Cast","Cosmic Simulacrum","Cosmic Simulacrum 21",""
"02:54.194","Cast","Cosmic Simulacrum","Cosmic Simulacrum 22",""
"02:54.522","Cast","Cosmic Simulacrum","Cosmic Simulacrum 23",""
"02:54.842","Cast","Cosmic Simulacrum","Cosmic Simulacrum 24",""
"02:57.692","Begin Cast","Decimate 2.04 sec","Sikran",""
"02:59.727","Cast","Decimate 2.04 sec","Sikran",""
"02:59.859","Cast","Cosmic Shards","Cosmic Simulacrum 21",""
"02:59.860","Cast","Cosmic Residue","Cosmic Simulacrum 21",""
"02:59.928","Cast","Cosmic Shards","Cosmic Simulacrum 24",""
"02:59.928","Cast","Cosmic Residue","Cosmic Simulacrum 24",""
"02:59.975","Cast","Cosmic Shards","Cosmic Simulacrum 22",""
"02:59.975","Cast","Cosmic Residue","Cosmic Simulacrum 22",""
"03:00.022","Cast","Cosmic Shards","Cosmic Simulacrum 23",""
"03:00.041","Cast","Cosmic Residue","Cosmic Simulacrum 23",""
"03:02.649","Begin Cast","Expose 1.00 sec","Sikran",""
"03:03.652","Cast","Expose 1.00 sec","Sikran → Abwasive",""
"03:03.906","Begin Cast","Expose 1.01 sec","Sikran",""
"03:04.917","Cast","Expose 1.01 sec","Sikran → Abwasive",""
"03:05.172","Begin Cast","Phase Lunge 1.50 sec","Sikran",""
"03:06.676","Cast","Phase Lunge 1.50 sec","Sikran → Abwasive",""
"03:07.519","Begin Cast","Shattering Sweep 5.05 sec","Sikran",""
"03:12.567","Cast","Shattering Sweep 5.05 sec","Sikran",""
