"Time","Type","Ability","Source → Target",""
"01:36.215","Cast","Manifest Horror 4.00 sec","Forgotten Harbinger 4",""
"01:36.216","Begin Cast","Manifest Horror 4.00 sec","Forgotten Harbinger 4",""
"01:36.216","Cast","Manifest Horror 4.00 sec","Forgotten Harbinger 5",""
"01:36.216","Begin Cast","Manifest Horror Canceled","Forgotten Harbinger 5",""
"01:36.226","Cast","Manifest Horror 4.01 sec","Forgotten Harbinger 6",""
"01:36.226","Begin Cast","Manifest Horror 4.00 sec","Forgotten Harbinger 6",""
"01:37.233","Begin Cast","Black Bulwark Canceled","Lost Watcher 2",""
"01:40.033","Begin Cast","Bloodcurdle 2.00 sec","The Bloodbound Horror",""
"01:40.215","Cast","Manifest Horror 4.00 sec","Forgotten Harbinger 4",""
"01:40.215","Begin Cast","Manifest Horror Canceled","Forgotten Harbinger 4",""
"01:40.225","Cast","Manifest Horror 4.00 sec","Forgotten Harbinger 6",""
"01:40.226","Begin Cast","Manifest Horror Canceled","Forgotten Harbinger 6",""
"01:42.038","Cast","Bloodcurdle 2.00 sec","The Bloodbound Horror",""
"01:42.089","Begin Cast","Spectral Slam 3.00 sec","Lost Watcher 2",""
"01:45.090","Cast","Spectral Slam 3.00 sec","Lost Watcher 2 →  Andybrew",""
"01:46.026","Cast","Grasp From Beyond","The Bloodbound Horror",""
"02:00.050","Begin Cast","Goresplatter 8.00 sec","The Bloodbound Horror",""
"02:08.052","Cast","Goresplatter 8.00 sec","The Bloodbound Horror",""
"02:11.067","Cast","Invoke Terrors","The Bloodbound Horror",""
"02:17.054","Begin Cast","Bloodcurdle 2.01 sec","The Bloodbound Horror",""
"02:19.065","Cast","Bloodcurdle 2.01 sec","The Bloodbound Horror",""
"02:19.123","Cast","Crimson Rain","The Bloodbound Horror",""
"02:22.069","Begin Cast","Gruesome Disgorge 5.02 sec","The Bloodbound Horror",""
"02:27.085","Cast","Gruesome Disgorge 5.02 sec","The Bloodbound Horror",""
"02:27.206","Cast","Grasp From Beyond","The Bloodbound Horror",""
"02:29.553","Begin Cast","Manifest Horror 4.00 sec","Forgotten Harbinger 9",""
"02:29.553","Begin Cast","Manifest Horror 4.00 sec","Forgotten Harbinger 8",""
"02:29.554","Begin Cast","Manifest Horror 4.00 sec","Forgotten Harbinger 7",""
"02:29.578","Begin Cast","Black Bulwark Canceled","Lost Watcher 3",""
"02:33.556","Cast","Manifest Horror 4.00 sec","Forgotten Harbinger 8",""
"02:33.556","Begin Cast","Manifest Horror 4.01 sec","Forgotten Harbinger 8",""
"02:33.556","Cast","Manifest Horror 4.00 sec","Forgotten Harbinger 9",""
"02:33.557","Begin Cast","Manifest Horror Canceled","Forgotten Harbinger 9",""
"02:33.557","Cast","Manifest Horror 4.00 sec","Forgotten Harbinger 7",""
"02:33.557","Begin Cast","Manifest Horror Canceled","Forgotten Harbinger 7",""
"02:35.643","Begin Cast","Spectral Slam 3.01 sec","Lost Watcher 3",""
"02:37.564","Cast","Manifest Horror 4.01 sec","Forgotten Harbinger 8",""
"02:37.564","Begin Cast","Manifest Horror 4.00 sec","Forgotten Harbinger 8",""
"02:38.652","Cast","Spectral Slam 3.01 sec","Lost Watcher 3 →  Афтордх",""
"02:40.077","Begin Cast","Spewing Hemorrhage 5.01 sec","The Bloodbound Horror",""
"02:41.567","Cast","Manifest Horror 4.00 sec","Forgotten Harbinger 8",""
"02:41.567","Begin Cast","Manifest Horror 4.00 sec","Forgotten Harbinger 8",""
"02:45.092","Cast","Spewing Hemorrhage 5.01 sec","The Bloodbound Horror",""
"02:45.121","Cast","Spewing Hemorrhage","Spewing Hemorrhage 3",""
"02:45.568","Cast","Manifest Horror 4.00 sec","Forgotten Harbinger 8",""
"02:45.568","Begin Cast","Manifest Horror 4.00 sec","Forgotten Harbinger 8",""
"02:49.084","Begin Cast","Bloodcurdle 2.00 sec","The Bloodbound Horror",""
"02:49.566","Cast","Manifest Horror 4.00 sec","Forgotten Harbinger 8",""
"02:49.566","Begin Cast","Manifest Horror Canceled","Forgotten Harbinger 8",""
"02:51.083","Cast","Bloodcurdle 2.00 sec","The Bloodbound Horror",""
